Origin,Destination,Vagon,Class,Revenue
S31,S51,Z,6,60.0
S31,S51,Z,7,45.0
S31,S8,P,1,31.0
S31,S8,P,3,155.13
S31,S8,Z,1,206.0
S31,S8,Z,2,183.0
S31,S8,Z,3,161.0
S31,S8,Z,4,138.0
S31,S8,Z,5,115.0
S31,S8,Z,6,82.0
S31,S8,Z,7,62.0
S31,S8,Z,8,31.0
S31,S9,Z,1,83.0
S31,S9,Z,3,39.78
S32,S16,P,2,62.0
S32,S36,Z,6,30.0
S32,S5,Z,8,18.0
S32,S8,Z,4,78.0
S32,S8,Z,6,35.25
S32,S8,Z,8,18.0
S33,S13,P,1,174.0
S33,S13,P,3,146.0
S33,S13,Z,1,136.0
S33,S13,Z,2,122.0
S33,S13,Z,3,108.0
S33,S13,Z,5,80.0
S33,S13,Z,6,59.0
S33,S13,Z,7,46.0
S33,S19,Z,1,113.0
S33,S19,Z,3,88.0
S33,S22,Z,1,102.0
S33,S22,Z,3,80.0
S33,S25,Z,1,141.37
S33,S25,Z,3,95.2
S33,S25,Z,5,75.56
S33,S26,Z,2,118.63
S33,S26,Z,8,25.0
S33,S29,P,6,89.0
S33,S29,Z,1,128.0
S33,S29,Z,3,100.0
S33,S29,Z,4,86.0
S33,S30,P,1,166.0
S33,S30,Z,3,100.0
S33,S31,P,1,153.2
S33,S31,P,5,102.8
S33,S31,Z,1,128.0
S33,S31,Z,3,100.0
S33,S31,Z,4,86.0
S33,S31,Z,5,72.0
S33,S34,Z,1,71.0
S33,S34,Z,3,55.0
S33,S36,Z,1,173.11
S33,S36,Z,2,178.0
S33,S36,Z,3,156.0
S33,S39,Z,2,158.24
S33,S39,Z,6,89.0
S33,S43,P,5,115.0
S33,S43,Z,3,105.0
S33,S5,Z,4,149.0
S33,S51,Z,4,119.0
S33,S8,Z,4,149.0
S33,S8,Z,5,125.0
S33,S9,P,1,180.0
S33,S9,P,2,143.23000000000002
S33,S9,P,6,91.4
S33,S9,Z,1,139.0
S33,S9,Z,4,93.0
S34,S13,Z,3,75.0
S34,S16,Z,1,165.0
S34,S25,Z,1,117.0
S34,S25,Z,3,91.0
S34,S25,Z,6,47.0
S34,S29,Z,1,98.0
S34,S30,Z,1,86.0
S34,S31,P,1,111.0
S34,S36,Z,1,177.0
S34,S36,Z,3,117.3
S34,S39,Z,5,103.5
S34,S43,Z,1,99.0
S34,S43,Z,4,66.0
S34,S5,Z,1,206.0
S34,S5,Z,3,161.0
S34,S51,Z,1,153.0
S34,S8,Z,1,206.0
S34,S8,Z,2,183.0
S34,S8,Z,3,161.0
S34,S8,Z,6,82.0
S34,S9,Z,3,74.7
S36,S39,Z,6,17.0
S36,S5,Z,1,0.0
S36,S5,Z,6,17.0
S36,S5,Z,7,13.0
S36,S5,Z,8,6.5
S36,S8,P,6,34.0
S36,S8,Z,1,0.0
S36,S8,Z,6,17.0
S36,S8,Z,7,13.0
S36,S8,Z,8,6.5
S4,S19,P,2,197.0
S4,S19,Z,1,167.0
S4,S22,Z,1,159.0
S4,S25,Z,1,186.3
S4,S25,Z,6,76.0
S4,S26,Z,1,0.0
S4,S26,Z,5,116.0
S4,S31,Z,1,185.0
S4,S31,Z,2,165.0
S4,S31,Z,4,124.0
S4,S31,Z,6,74.0
S4,S31,Z,8,28.0
S4,S33,P,1,0.0
S4,S33,Z,1,101.0
S4,S33,Z,3,79.0
S4,S33,Z,7,30.0
S4,S33,Z,8,15.0
S4,S34,Z,1,147.0
S4,S43,Z,1,166.5
S4,S43,Z,5,104.0
S4,S45,Z,1,147.0
S4,S50,Z,1,98.0
S4,S9,Z,1,186.0
S40,S10,P,1,128.0
S40,S14,Z,7,20.0
S40,S2,Z,1,67.0
S40,S2,Z,4,45.0
S40,S2,Z,7,20.0
S40,S2,Z,8,13.0
S40,S23,Z,4,56.0
S40,S23,Z,7,25.0
S40,S25,P,2,251.0
S40,S25,Z,1,215.0
S40,S31,Z,1,215.0
S40,S31,Z,3,168.0
S40,S31,Z,8,32.0
S40,S33,Z,1,153.0
S40,S33,Z,6,61.0
S40,S34,Z,1,168.3
S40,S4,Z,6,44.0
S40,S41,Z,6,7.91
S40,S43,Z,3,168.0
S40,S46,P,2,92.0
S40,S46,P,7,46.0
S40,S46,P,8,35.0
S40,S46,Z,4,53.0
S40,S46,Z,5,44.0
S40,S46,Z,7,24.0
S40,S46,Z,8,12.0
S40,S5,Z,1,244.0
S40,S50,Z,4,103.0
S41,S10,Z,7,30.0
S41,S13,Z,7,73.0
S41,S2,Z,4,45.0
S41,S2,Z,7,20.0
S41,S2,Z,8,13.0
S41,S23,Z,5,46.0
S41,S25,P,4,189.0
S41,S25,Z,1,206.36
S41,S25,Z,7,65.0
S41,S31,P,5,180.0
S41,S31,Z,1,193.5
S41,S31,Z,4,144.0
S41,S31,Z,5,90.0
S41,S31,Z,8,32.0
S41,S33,P,1,196.0
S41,S33,P,7,89.0
S41,S33,Z,1,153.0
S41,S33,Z,3,119.0
S41,S33,Z,5,86.0
S41,S33,Z,7,46.0
S41,S36,P,5,201.0
S41,S4,P,1,141.0
S41,S4,Z,6,44.0
S41,S4,Z,8,17.0
S41,S43,Z,2,191.0
S41,S46,P,8,35.0
S41,S46,Z,1,0.0
S41,S46,Z,4,53.0
S41,S46,Z,5,44.0
S41,S46,Z,6,32.0
S41,S46,Z,7,24.0
S41,S46,Z,8,13.0
S43,S16,Z,3,96.0
S43,S25,Z,1,64.53
S43,S25,Z,5,36.3
S43,S25,Z,8,12.0
S43,S36,P,1,189.0
S43,S36,Z,1,146.0
S43,S36,Z,5,82.0
S43,S39,Z,1,180.0
S43,S5,Z,4,121.0
S43,S51,Z,4,74.0
S43,S8,P,1,233.0
S43,S8,Z,1,180.0
S43,S8,Z,3,140.0
S43,S8,Z,4,121.0
S43,S8,Z,7,45.9
S45,S25,Z,3,97.0
S45,S31,P,1,0.0
S45,S31,Z,3,80.0
S45,S43,Z,1,109.0
S45,S8,Z,3,161.0
S45,S8,Z,8,31.0
S46,S10,P,8,22.225
S46,S10,Z,5,21.0
S46,S10,Z,6,22.79
S46,S10,Z,7,11.0
S46,S10,Z,8,4.95
S46,S13,Z,5,123.0
S46,S13,Z,6,85.5
S46,S13,Z,8,39.0
S46,S16,Z,5,115.2
S46,S19,P,1,249.0
S46,S19,P,4,186.0
S46,S19,P,6,134.0
S46,S19,Z,1,192.0
S46,S19,Z,4,129.0
S46,S22,P,2,217.0
S46,S22,Z,1,183.0
S46,S22,Z,4,123.0
S46,S22,Z,5,102.0
S46,S22,Z,6,73.0
S46,S25,Z,1,206.0
S46,S25,Z,2,164.7
S46,S25,Z,6,82.0
S46,S25,Z,7,56.17
S46,S26,Z,2,198.0
S46,S29,Z,1,206.0
S46,S29,Z,2,183.0
S46,S29,Z,3,161.0
S46,S29,Z,4,138.0
S46,S29,Z,6,82.0
S46,S30,Z,1,206.0
S46,S30,Z,2,183.0
S46,S30,Z,4,138.0
S46,S30,Z,6,82.0
S46,S31,P,1,267.0
S46,S31,P,4,199.0
S46,S31,P,6,143.0
S46,S31,P,7,123.0
S46,S31,Z,1,206.0
S46,S31,Z,2,183.0
S46,S31,Z,3,161.0
S46,S31,Z,4,138.0
S46,S31,Z,5,115.0
S46,S31,Z,6,82.0
S46,S31,Z,7,62.0
S46,S31,Z,8,31.0
S46,S32,Z,1,194.4
S46,S32,Z,2,172.8
S46,S33,P,1,165.0
S46,S33,P,7,72.2
S46,S33,Z,1,127.0
S46,S33,Z,3,99.0
S46,S33,Z,4,85.0
S46,S33,Z,5,71.0
S46,S33,Z,6,45.9
S46,S33,Z,7,38.0
S46,S33,Z,8,19.0
S46,S34,P,1,225.0
S46,S34,Z,2,155.0
S46,S34,Z,4,117.0
S46,S34,Z,6,70.0
S46,S36,Z,2,208.0
S46,S36,Z,4,157.0
S46,S39,Z,1,243.0
S46,S4,Z,3,31.0
S46,S4,Z,5,22.0
S46,S4,Z,8,6.0
S46,S43,Z,1,185.4
S46,S43,Z,4,124.2
S46,S43,Z,6,82.0
S46,S43,Z,8,31.0
S46,S45,Z,1,174.0
S46,S45,Z,2,154.0
S46,S45,Z,3,136.0
S46,S5,Z,3,190.0
S46,S50,Z,1,94.0
S46,S50,Z,4,79.0
S46,S50,Z,7,35.0
S46,S50,Z,8,18.0
S46,S51,P,5,193.0
S46,S51,P,7,134.0
S46,S51,Z,6,90.0
S46,S51,Z,7,68.0
S46,S8,Z,5,136.0
S46,S9,Z,5,103.5
S46,S9,Z,8,31.0
S47,S10,Z,7,35.0
S47,S14,Z,7,21.25
S47,S2,P,2,114.0
S47,S2,Z,4,66.0
S47,S2,Z,5,55.0
S47,S2,Z,7,29.0
S47,S2,Z,8,20.0
S47,S25,Z,1,215.0
S47,S25,Z,8,32.0
S47,S26,Z,1,240.0
S47,S29,Z,5,102.0
S47,S30,Z,3,168.0
S47,S31,Z,5,120.0
S47,S31,Z,7,65.0
S47,S31,Z,8,32.0
S47,S33,P,3,160.3
S47,S33,Z,1,163.0
S47,S33,Z,7,49.0
S47,S40,Z,7,15.0
S47,S40,Z,8,10.0
S47,S41,Z,8,9.0
S47,S43,Z,5,120.0
S47,S45,Z,8,28.0
S47,S46,P,4,97.0
S47,S46,P,7,60.0
S47,S46,P,8,49.0
S47,S46,Z,7,31.0
S47,S46,Z,8,20.0
S47,S5,Z,1,217.0
S50,S13,Z,5,91.0
S50,S13,Z,6,63.65
S50,S13,Z,7,52.0
S50,S31,Z,1,148.0
S50,S31,Z,5,83.0
S50,S31,Z,8,22.0
S50,S33,Z,1,42.0
S50,S33,Z,3,33.0
S50,S51,P,6,122.5
S50,S8,Z,6,81.0
S51,S36,Z,1,0.0
S51,S36,Z,4,30.0
S51,S5,Z,4,54.0
S51,S5,Z,7,24.0
S51,S8,P,8,36.0
S51,S8,Z,8,12.0
S9,S25,Z,1,55.65
S9,S36,Z,1,123.0
S9,S36,Z,5,69.0
S9,S36,Z,7,37.0
S9,S39,P,1,213.0
S9,S39,Z,1,165.0
S9,S39,Z,5,92.0
S9,S5,Z,1,165.0
S9,S5,Z,4,94.35
S9,S5,Z,7,50.0
S9,S5,Z,8,25.0
S9,S8,Z,2,147.0
S9,S8,Z,3,129.0
S9,S8,Z,8,25.0
