Origin,Destination,Vagon,Class,DBD,Bookings
S27,S41,Z,8,3,2
S27,S41,Z,8,5,2
S27,S41,Z,8,8,1
S27,S41,Z,8,16,1
S27,S41,Z,8,21,4
S27,S45,Z,1,14,1
S27,S46,P,1,5,1
S27,S46,P,1,86,1
S27,S46,P,1,273,2
S27,S46,P,3,33,2
S27,S46,P,3,35,1
S27,S46,P,3,43,1
S27,S46,P,5,19,1
S27,S46,Z,1,1,5
S27,S46,Z,1,2,4
S27,S46,Z,1,3,1
S27,S46,Z,1,4,1
S27,S46,Z,1,7,3
S27,S46,Z,1,26,1
S27,S46,Z,1,28,1
S27,S46,Z,2,1,2
S27,S46,Z,2,2,1
S27,S46,Z,2,9,2
S27,S46,Z,2,10,3
S27,S46,Z,3,10,1
S27,S46,Z,3,32,1
S27,S46,Z,3,33,1
S27,S46,Z,3,37,1
S27,S46,Z,3,42,1
S27,S46,Z,4,11,8
S27,S46,Z,4,12,3
S27,S46,Z,4,13,1
S27,S46,Z,4,15,1
S27,S46,Z,4,61,1
S27,S46,Z,4,65,1
S27,S46,Z,8,18,1
S27,S46,Z,8,19,3
S27,S46,Z,8,20,1
S27,S46,Z,8,21,3
S27,S47,Z,8,18,2
S27,S5,Z,1,43,1
S27,S50,Z,1,10,1
S27,S50,Z,1,27,1
S27,S8,Z,1,53,2
S27,S8,Z,1,56,2
S29,S16,Z,1,88,1
S29,S36,Z,1,42,1
S29,S36,Z,1,50,1
S29,S36,Z,1,78,1
S29,S36,Z,1,97,1
S29,S36,Z,1,115,2
S29,S39,P,1,0,1
S29,S39,Z,1,2,1
S29,S5,P,1,5,1
S29,S5,P,1,39,2
S29,S5,Z,1,0,1
S29,S5,Z,1,42,1
S29,S5,Z,1,44,1
S29,S5,Z,1,46,1
S29,S5,Z,1,55,1
S29,S5,Z,1,62,1
S29,S5,Z,1,67,1
S29,S5,Z,1,70,1
S29,S5,Z,1,71,1
S29,S5,Z,1,73,1
S29,S5,Z,1,76,1
S29,S5,Z,1,100,1
S29,S5,Z,1,115,2
S29,S8,Z,1,45,1
S29,S8,Z,1,47,1
S29,S8,Z,1,60,1
S29,S8,Z,1,63,1
S29,S8,Z,1,72,2
S29,S8,Z,1,76,1
S29,S8,Z,1,77,1
S29,S8,Z,1,89,1
S29,S8,Z,1,115,1
S3,S2,Z,1,24,1
S3,S31,Z,1,35,1
S3,S31,Z,1,45,1
S3,S31,Z,1,47,1
S3,S31,Z,1,65,1
S3,S31,Z,1,113,1
S3,S33,Z,1,0,1
S3,S43,Z,1,113,1
S3,S46,P,1,6,1
S3,S46,P,3,31,2
S3,S46,Z,1,1,1
S3,S46,Z,1,5,1
S3,S46,Z,1,92,1
S3,S46,Z,1,102,1
S3,S46,Z,2,1,1
S3,S46,Z,3,31,1
S3,S46,Z,4,14,1
S3,S46,Z,8,22,1
S3,S8,P,1,51,2
S30,S16,Z,1,47,1
S30,S16,Z,1,115,1
S30,S25,P,1,4,1
S30,S36,P,1,46,1
S30,S36,Z,1,10,1
S30,S36,Z,1,31,1
S30,S36,Z,1,42,1
S30,S36,Z,1,43,1
S30,S36,Z,1,47,1
S30,S36,Z,1,48,2
S30,S36,Z,1,53,2
S30,S36,Z,1,55,2
S30,S36,Z,1,56,1
S30,S36,Z,1,59,1
S30,S36,Z,1,69,1
S30,S36,Z,1,71,1
S30,S36,Z,1,111,1
S30,S36,Z,1,115,1
S30,S39,Z,1,59,2
S30,S5,P,1,60,1
S30,S5,Z,1,43,1
S30,S5,Z,1,53,1
S30,S5,Z,1,55,1
S30,S5,Z,1,60,2
S30,S5,Z,1,64,1
S30,S5,Z,1,67,2
S30,S5,Z,1,72,1
S30,S5,Z,1,75,1
S30,S5,Z,1,77,1
S30,S5,Z,1,82,1
S30,S5,Z,1,102,1
S30,S8,Z,1,48,1
S30,S8,Z,1,54,1
S30,S8,Z,1,55,2
S30,S8,Z,1,61,1
S30,S8,Z,1,88,1
S30,S8,Z,1,93,1
S30,S9,P,1,0,1
S30,S9,Z,1,55,1
S30,S9,Z,1,63,1
S31,S16,Z,1,1,1
S31,S16,Z,1,12,1
S31,S16,Z,1,41,1
S31,S16,Z,1,42,1
S31,S16,Z,1,43,1
S31,S16,Z,1,44,1
S31,S16,Z,1,58,1
S31,S16,Z,1,59,1
S31,S16,Z,1,108,1
S31,S25,P,1,0,1
S31,S25,Z,1,0,1
S31,S25,Z,1,30,1
S31,S25,Z,1,106,1
S31,S26,P,1,40,1
S31,S26,Z,1,0,2
S31,S26,Z,1,5,1
S31,S36,P,1,36,1
S31,S36,P,1,37,1
S31,S36,P,1,63,1
S31,S36,P,1,81,1
S31,S36,Z,1,2,1
S31,S36,Z,1,41,2
S31,S36,Z,1,42,3
S31,S36,Z,1,47,2
S31,S36,Z,1,52,1
S31,S36,Z,1,54,2
S31,S36,Z,1,57,1
S31,S36,Z,1,65,1
S31,S36,Z,1,68,1
S31,S36,Z,1,69,1
S31,S36,Z,1,73,2
S31,S36,Z,1,74,1
S31,S36,Z,1,76,1
S31,S36,Z,1,77,1
S31,S36,Z,1,83,1
S31,S36,Z,1,91,1
S31,S36,Z,1,98,1
S31,S36,Z,1,113,1
S31,S36,Z,1,114,1
S31,S36,Z,1,115,4
S31,S39,P,1,37,1
S31,S39,Z,1,0,1
S31,S39,Z,1,18,1
S31,S39,Z,1,59,2
S31,S39,Z,1,63,3
S31,S39,Z,1,65,2
S31,S43,P,1,51,1
S31,S5,P,1,2,1
S31,S5,P,1,12,1
S31,S5,P,1,37,1
S31,S5,P,1,38,1
S31,S5,P,1,39,2
S31,S5,P,1,40,1
S31,S5,P,1,41,1
S31,S5,Z,1,0,3
S31,S5,Z,1,1,2
S31,S5,Z,1,2,2
S31,S5,Z,1,3,1
S31,S5,Z,1,7,1
S31,S5,Z,1,10,1
S31,S5,Z,1,11,1
S31,S5,Z,1,17,1
S31,S5,Z,1,27,1
S31,S5,Z,1,33,2
S31,S5,Z,1,41,1
S31,S5,Z,1,42,4
S31,S5,Z,1,43,1
S31,S5,Z,1,45,4
S31,S5,Z,1,46,2
S31,S5,Z,1,48,1
S31,S5,Z,1,49,1
S31,S5,Z,1,53,1
S31,S5,Z,1,54,3
S31,S5,Z,1,55,2
S31,S5,Z,1,56,3
S31,S5,Z,1,58,1
S31,S5,Z,1,59,1
S31,S5,Z,1,62,3
S31,S5,Z,1,63,2
S31,S5,Z,1,67,2
S31,S5,Z,1,68,1
S31,S5,Z,1,70,1
S31,S5,Z,1,71,4
S31,S5,Z,1,72,3
S31,S5,Z,1,73,1
S31,S5,Z,1,74,1
S31,S5,Z,1,77,2
S31,S5,Z,1,81,2
S31,S5,Z,1,86,1
S31,S5,Z,1,98,1
S31,S5,Z,1,104,1
S31,S5,Z,1,115,4
S31,S8,P,1,22,1
S31,S8,P,1,32,1
S31,S8,P,1,39,1
S31,S8,P,1,83,1
S31,S8,P,1,115,1
S31,S8,Z,1,0,1
S31,S8,Z,1,2,1
S31,S8,Z,1,4,1
S31,S8,Z,1,6,1
S31,S8,Z,1,7,1
S31,S8,Z,1,9,1
S31,S8,Z,1,11,1
S31,S8,Z,1,13,1
S31,S8,Z,1,15,1
S31,S8,Z,1,23,1
S31,S8,Z,1,41,1
S31,S8,Z,1,42,9
S31,S8,Z,1,43,3
S31,S8,Z,1,44,2
S31,S8,Z,1,45,3
S31,S8,Z,1,47,2
S31,S8,Z,1,55,1
S31,S8,Z,1,59,1
S31,S8,Z,1,60,1
S31,S8,Z,1,64,1
S31,S8,Z,1,65,1
S31,S8,Z,1,68,1
S31,S8,Z,1,70,1
S31,S8,Z,1,74,1
S31,S8,Z,1,76,1
S31,S8,Z,1,78,1
S31,S8,Z,1,80,1
S31,S8,Z,1,82,1
S31,S8,Z,1,89,1
S31,S8,Z,1,91,1
S31,S8,Z,1,102,1
S31,S8,Z,1,107,1
S31,S8,Z,1,115,3
S31,S9,P,1,0,1
S31,S9,Z,1,0,1
S31,S9,Z,1,62,1
S32,S16,Z,1,0,1
S32,S36,Z,1,26,1
S32,S5,P,1,22,1
S32,S5,Z,1,0,1
S32,S5,Z,1,22,1
S32,S5,Z,1,34,1
S32,S5,Z,1,70,1
S32,S8,Z,1,1,1
S32,S8,Z,1,25,1
S32,S8,Z,1,26,1
S32,S8,Z,1,28,2
S32,S8,Z,1,40,1
S32,S8,Z,1,47,1
S32,S8,Z,1,48,1
S32,S8,Z,1,53,1
S32,S8,Z,1,54,1
S33,S13,P,1,2,1
S33,S13,P,1,3,1
S33,S13,Z,1,2,1
S33,S13,Z,1,4,1
S33,S16,Z,1,109,1
S33,S16,Z,1,115,1
S33,S19,P,6,9,1
S33,S19,Z,6,8,1
S33,S25,Z,1,10,1
S33,S25,Z,1,43,1
S33,S25,Z,1,44,1
S33,S25,Z,1,78,1
S33,S25,Z,1,103,1
S33,S26,Z,1,115,1
S33,S29,Z,1,35,1
S33,S30,P,1,82,1
S33,S30,Z,1,0,4
S33,S30,Z,1,1,3
S33,S30,Z,1,4,2
S33,S30,Z,1,6,1
S33,S30,Z,1,7,1
S33,S30,Z,1,12,1
S33,S31,P,1,0,1
S33,S31,P,1,6,1
S33,S31,Z,1,0,5
S33,S31,Z,1,1,1
S33,S31,Z,1,2,1
S33,S31,Z,1,4,2
S33,S31,Z,1,5,2
S33,S31,Z,1,7,2
S33,S31,Z,1,12,1
S33,S31,Z,1,18,1
S33,S31,Z,1,36,1
S33,S31,Z,1,53,1
S33,S31,Z,1,188,1
S33,S32,Z,1,54,1
S33,S36,Z,1,11,2
S33,S36,Z,1,42,2
S33,S36,Z,1,43,1
S33,S36,Z,1,45,1
S33,S36,Z,1,61,1
S33,S36,Z,1,80,1
S33,S36,Z,1,93,1
S33,S36,Z,1,97,1
S33,S36,Z,1,115,2
S33,S39,Z,1,50,1
S33,S43,Z,1,0,1
S33,S43,Z,1,1,1
S33,S45,Z,6,5,1
S33,S5,Z,1,4,1
S33,S5,Z,1,11,1
S33,S5,Z,1,41,1
S33,S5,Z,1,46,3
S33,S5,Z,1,48,1
S33,S5,Z,1,49,1
S33,S5,Z,1,61,1
S33,S5,Z,1,68,1
S33,S5,Z,1,75,1
S33,S5,Z,1,83,1
S33,S5,Z,1,90,1
S33,S8,Z,1,41,1
S33,S8,Z,1,45,1
S33,S8,Z,1,47,1
S33,S8,Z,1,48,1
S33,S8,Z,1,55,1
S33,S8,Z,1,57,1
S33,S9,Z,1,2,1
S33,S9,Z,1,14,1
S33,S9,Z,1,35,1
S33,S9,Z,1,41,1
S33,S9,Z,1,103,1
S36,S5,Z,1,0,1
S36,S5,Z,3,11,1
S36,S5,Z,3,12,1
S36,S5,Z,3,15,1
S36,S5,Z,3,19,1
S36,S5,Z,6,6,1
S36,S5,Z,6,7,2
S36,S5,Z,6,9,2
S36,S5,Z,6,10,1
S36,S8,Z,1,0,1
S36,S8,Z,1,2,1
S36,S8,Z,3,11,1
S36,S8,Z,3,13,1
S36,S8,Z,3,18,1
S36,S8,Z,6,7,3
S36,S8,Z,6,8,1
S36,S8,Z,6,10,1
S37,S31,Z,1,4,1
S37,S4,Z,1,0,1
S37,S46,Z,1,5,1
S4,S13,Z,1,8,1
S4,S25,Z,1,45,2
S4,S25,Z,1,92,1
S4,S30,Z,1,0,2
S4,S30,Z,1,25,2
S4,S31,Z,1,0,1
S4,S31,Z,1,4,2
S4,S31,Z,1,21,1
S4,S31,Z,1,35,1
S4,S31,Z,1,37,1
S4,S31,Z,1,38,1
S4,S31,Z,1,56,1
S4,S31,Z,1,57,3
S4,S31,Z,1,67,1
S4,S31,Z,1,70,1
S4,S31,Z,1,85,1
S4,S31,Z,1,87,1
S4,S31,Z,1,93,2
S4,S31,Z,1,116,1
S4,S31,Z,1,135,1
S4,S31,Z,1,159,2
S4,S31,Z,1,161,1
S4,S33,P,1,1,1
S4,S33,P,2,33,1
S4,S33,Z,1,19,1
S4,S33,Z,1,24,1
S4,S33,Z,1,29,1
S4,S33,Z,1,65,1
S4,S33,Z,1,121,1
S4,S33,Z,2,33,1
S4,S33,Z,2,34,1
S4,S33,Z,2,35,1
S4,S33,Z,4,42,1
S4,S33,Z,4,46,1
S4,S33,Z,4,48,1
S4,S36,Z,1,41,1
S4,S36,Z,1,53,1
S4,S36,Z,1,55,1
S4,S36,Z,1,93,1
S4,S45,Z,1,0,1
S4,S5,Z,1,88,1
S4,S5,Z,1,89,1
S4,S8,Z,1,60,1
S4,S9,Z,1,83,1
S40,S14,Z,2,0,1
S40,S19,P,1,52,1
S40,S19,Z,1,32,1
S40,S2,Z,1,0,2
S40,S2,Z,1,3,1
S40,S2,Z,1,5,2
S40,S2,Z,1,7,3
S40,S2,Z,1,24,1
S40,S2,Z,1,27,1
S40,S2,Z,1,28,1
S40,S2,Z,1,105,1
S40,S2,Z,3,41,1
S40,S2,Z,4,15,1
S40,S2,Z,4,17,1
S40,S2,Z,8,21,1
S40,S2,Z,8,22,3
S40,S30,Z,1,12,1
S40,S31,P,1,51,1
S40,S31,Z,1,16,1
S40,S31,Z,1,17,1
S40,S31,Z,1,22,1
S40,S31,Z,1,37,1
S40,S31,Z,1,38,1
S40,S31,Z,1,40,1
S40,S31,Z,1,47,2
S40,S31,Z,1,52,1
S40,S31,Z,1,188,1
S40,S33,P,1,7,1
S40,S33,Z,1,12,2
S40,S33,Z,1,19,1
S40,S33,Z,1,25,2
S40,S33,Z,1,27,1
S40,S33,Z,2,35,4
S40,S36,Z,1,52,1
S40,S4,Z,1,1,3
S40,S4,Z,1,28,1
S40,S4,Z,2,33,1
S40,S41,P,3,52,1
S40,S41,Z,8,1,1
S40,S41,Z,8,6,1
S40,S41,Z,8,7,1
S40,S41,Z,8,18,1
S40,S43,Z,1,7,1
S40,S46,P,6,22,2
S40,S46,Z,1,0,2
S40,S46,Z,1,1,1
S40,S46,Z,1,2,1
S40,S46,Z,1,3,2
S40,S46,Z,1,4,1
S40,S46,Z,1,5,3
S40,S46,Z,1,6,1
S40,S46,Z,1,30,1
S40,S46,Z,2,1,1
S40,S46,Z,2,9,1
S40,S46,Z,2,10,1
S40,S46,Z,4,13,1
S40,S46,Z,4,17,1
S40,S46,Z,4,65,1
S40,S46,Z,8,8,1
S40,S46,Z,8,12,1
S40,S46,Z,8,20,3
S40,S46,Z,8,21,5
S40,S46,Z,8,22,4
S40,S5,Z,1,56,1
S40,S50,Z,1,6,1
S40,S50,Z,1,59,1
S41,S10,P,1,83,1
S41,S10,P,3,38,1
S41,S10,Z,1,1,1
S41,S10,Z,1,60,2
S41,S14,Z,2,1,2
S41,S14,Z,8,2,1
S41,S14,Z,8,5,2
S41,S14,Z,8,9,1
S41,S14,Z,8,12,1
S41,S19,Z,1,14,1
S41,S2,Z,1,1,1
S41,S2,Z,1,2,1
S41,S2,Z,1,4,2
S41,S2,Z,2,1,2
S41,S2,Z,2,9,2
S41,S2,Z,3,11,1
S41,S2,Z,3,40,1
S41,S2,Z,4,13,1
S41,S2,Z,4,17,1
S41,S2,Z,8,18,1
S41,S2,Z,8,19,3
S41,S2,Z,8,20,3
S41,S23,Z,1,3,1
S41,S23,Z,1,57,1
S41,S25,P,1,49,2
S41,S25,Z,1,44,1
S41,S25,Z,1,55,2
S41,S25,Z,1,57,1
S41,S25,Z,1,60,1
S41,S29,P,1,54,2
S41,S29,Z,1,4,1
S41,S3,Z,8,6,1
S41,S30,Z,1,26,1
S41,S31,Z,1,4,1
S41,S31,Z,1,19,1
S41,S31,Z,1,34,3
S41,S31,Z,1,35,1
S41,S31,Z,1,38,2
S41,S31,Z,1,39,1
