origem,destino,classe,periodo,demanda
1,2,6,84,8
1,2,6,85,38
1,2,6,86,60
1,2,6,87,77
1,2,6,88,94
1,2,6,89,18
1,2,6,90,15
1,2,6,91,65
1,2,6,92,82
1,2,6,93,88
1,2,6,94,74
1,2,6,95,4
1,2,6,96,78
1,2,6,97,96
1,2,6,98,34
1,2,6,99,61
1,2,6,100,82
1,2,6,101,78
1,2,6,102,36
1,2,6,103,73
1,2,6,104,42
1,2,6,105,86
1,2,6,106,30
1,2,6,107,72
1,2,6,108,66
1,2,6,109,23
1,2,6,110,96
1,2,6,111,37
1,2,6,112,50
1,2,6,113,96
1,2,6,114,55
1,2,6,115,5
1,2,6,116,57
1,2,6,117,22
1,2,6,118,13
1,2,6,119,19
1,2,6,120,32
1,2,7,61,5
1,2,7,62,18
1,2,7,63,23
1,2,7,64,14
1,2,7,65,51
1,2,7,66,21
1,2,7,67,74
1,2,7,68,12
1,2,7,69,62
1,2,7,70,21
1,2,7,71,24
1,2,7,72,32
1,2,7,73,88
1,2,7,74,44
1,2,7,75,92
1,2,7,76,98
1,2,7,77,24
1,2,7,78,41
1,2,7,79,20
1,2,7,80,67
1,2,7,81,22
1,2,7,82,79
1,2,7,83,38
1,2,7,84,6
1,2,7,85,53
1,2,7,86,13
1,2,7,87,96
1,2,7,88,2
1,2,7,89,22
1,2,7,90,25
1,2,7,91,83
1,2,7,92,89
1,2,7,93,77
1,2,7,94,68
1,2,7,95,2
1,2,7,96,19
1,2,7,97,10
1,2,7,98,43
1,2,7,99,48
1,2,7,100,75
1,2,7,101,84
1,2,7,102,46
1,2,7,103,15
1,2,7,104,89
1,2,7,105,87
1,2,7,106,74
1,2,7,107,83
1,2,7,108,6
1,2,7,109,25
1,2,7,110,5
1,2,7,111,19
1,2,7,112,62
1,2,7,113,63
1,2,7,114,57
1,2,7,115,32
1,2,7,116,21
1,2,7,117,46
1,2,7,118,89
1,2,7,119,6
1,2,7,120,61
1,2,8,61,34
1,2,8,62,38
1,2,8,63,60
1,2,8,64,70
1,2,8,65,14
1,2,8,66,6
1,2,8,67,65
1,2,8,68,42
1,2,8,69,85
1,2,8,70,96
1,2,8,71,24
1,2,8,72,99
1,2,8,73,11
1,2,8,74,6
1,2,8,75,54
1,2,8,76,32
1,2,8,77,63
1,2,8,78,20
1,2,8,79,93
1,2,8,80,66
1,2,8,81,59
1,2,8,82,68
1,2,8,83,24
1,2,8,84,36
1,2,8,85,88
1,2,8,86,40
1,2,8,87,73
1,2,8,88,41
1,2,8,89,27
1,2,8,90,54
1,2,8,91,24
1,2,8,92,36
1,2,8,93,15
1,2,8,94,5
1,2,8,95,23
1,2,8,96,76
1,2,8,97,43
1,2,8,98,71
1,2,8,99,33
1,2,8,100,31
1,2,8,101,93
1,2,8,102,50
1,2,8,103,33
1,2,8,104,22
1,2,8,105,8
1,2,8,106,86
1,2,8,107,32
1,2,8,108,89
1,2,8,109,95
1,2,8,110,51
1,2,8,111,86
1,2,8,112,98
1,2,8,113,83
1,2,8,114,95
1,2,8,115,85
1,2,8,116,26
1,2,8,117,47
1,2,8,118,6
1,2,8,119,47
1,2,8,120,9
1,2,9,61,47
1,2,9,62,88
1,2,9,63,97
1,2,9,64,83
1,2,9,65,3
1,2,9,66,70
1,2,9,67,79
1,2,9,68,97
1,2,9,69,89
1,2,9,70,43
1,2,9,71,90
1,2,9,72,27
1,2,9,73,23
1,2,9,74,54
1,2,9,75,79
1,2,9,76,13
1,2,9,77,60
1,2,9,78,42
1,2,9,79,95
1,2,9,80,15
1,2,9,81,89
1,2,9,82,74
1,2,9,83,31
1,2,9,84,45
1,2,9,85,39
1,2,9,86,73
1,2,9,87,30
1,2,9,88,40
1,2,9,89,34
1,2,9,90,73
1,2,9,91,17
1,2,9,92,49
1,2,9,93,79
1,2,9,94,80
1,2,9,95,39
1,2,9,96,53
1,2,9,97,19
1,2,9,98,64
1,2,9,99,80
1,2,9,100,88
1,2,9,101,63
1,2,9,102,34
1,2,9,103,27
1,2,9,104,41
1,2,9,105,58
1,2,9,106,88
1,2,9,107,84
1,2,9,108,14
1,2,9,109,37
1,2,9,110,41
1,2,9,111,49
1,2,9,112,38
1,2,9,113,38
1,2,9,114,38
1,2,9,115,41
1,2,9,116,90
1,2,9,117,17
1,2,9,118,90
1,2,9,119,61
1,2,9,120,13
1,2,10,61,16
1,2,10,62,80
1,2,10,63,70
1,2,10,64,11
1,2,10,65,42
1,2,10,66,65
1,2,10,67,27
1,2,10,68,24
1,2,10,69,16
1,2,10,70,54
1,2,10,71,91
1,2,10,72,8
1,2,10,73,30
1,2,10,74,84
1,2,10,75,35
1,2,10,76,13
1,2,10,77,26
1,2,10,78,45
1,2,10,79,59
1,2,10,80,33
1,2,10,81,19
1,2,10,82,42
1,2,10,83,70
1,2,10,84,77
1,2,10,85,93
1,2,10,86,21
1,2,10,87,43
1,2,10,88,21
1,2,10,89,90
1,2,10,90,98
1,2,10,91,66
1,2,10,92,26
1,2,10,93,23
1,2,10,94,44
1,2,10,95,35
1,2,10,96,84
1,2,10,97,99
1,2,10,98,39
1,2,10,99,27
1,2,10,100,40
1,2,10,101,6
1,2,10,102,49
1,2,10,103,42
1,2,10,104,45
1,2,10,105,11
1,2,10,106,76
1,2,10,107,25
1,2,10,108,62
1,2,10,109,52
1,2,10,110,28
1,2,10,111,13
1,2,10,112,89
1,2,10,113,23
1,2,10,114,23
1,2,10,115,2
1,2,10,116,58
1,2,10,117,53
1,2,10,118,20
1,2,10,119,17
1,2,10,120,69
1,2,11,61,65
1,2,11,62,67
1,2,11,63,21
1,2,11,64,84
1,2,11,65,45
1,2,11,66,94
1,2,11,67,7
1,2,11,68,4
1,2,11,69,16
1,2,11,70,74
1,2,11,71,23
1,2,11,72,50
1,2,11,73,99
1,2,11,74,83
1,2,11,75,88
1,2,11,76,2
1,2,11,77,27
1,2,11,78,14
1,2,11,79,34
1,2,11,80,82
1,2,11,81,89
1,2,11,82,19
1,2,11,83,59
1,2,11,84,8
1,2,11,85,74
1,2,11,86,20
1,2,11,87,19
1,2,11,88,17
1,2,11,89,34
1,2,11,90,6
1,2,11,91,81
1,2,11,92,87
1,2,11,93,20
1,2,11,94,82
1,2,11,95,26
1,2,11,96,38
1,2,11,97,48
1,2,11,98,88
1,2,11,99,7
1,2,11,100,6
1,2,11,101,16
1,2,11,102,69
1,2,11,103,38
1,2,11,104,62
1,2,11,105,47
1,2,11,106,32
1,2,11,107,37
1,2,11,108,54
1,2,11,109,8
1,2,11,110,42
1,2,11,111,64
1,2,11,112,45
1,2,11,113,17
1,2,11,114,14
1,2,11,115,72
1,2,11,116,11
1,2,11,117,24
1,2,11,118,62
1,2,11,119,82
1,2,11,120,45
1,2,12,61,87
1,2,12,62,25
1,2,12,63,57
1,2,12,64,45
1,2,12,65,7
1,2,12,66,17
1,2,12,67,55
1,2,12,68,20
1,2,12,69,43
1,2,12,70,7
1,2,12,71,67
1,2,12,72,30
1,2,12,73,19
1,2,12,74,86
1,2,12,75,81
1,2,12,76,75
1,2,12,77,83
1,2,12,78,74
1,2,12,79,68
1,2,12,80,41
1,2,12,81,51
1,2,12,82,57
1,2,12,83,41
1,2,12,84,66
1,2,12,85,76
1,2,12,86,85
1,2,12,87,16
1,2,12,88,5
1,2,12,89,70
1,2,12,90,86
1,2,12,91,43
1,2,12,92,85
1,2,12,93,47
1,2,12,94,67
1,2,12,95,68
1,2,12,96,56
1,2,12,97,14
1,2,12,98,57
1,2,12,99,45
1,2,12,100,4
1,2,12,101,78
1,2,12,102,47
1,2,12,103,38
1,2,12,104,3
1,2,12,105,82
1,2,12,106,44
1,2,12,107,35
1,2,12,108,35
1,2,12,109,4
1,2,12,110,3
1,2,12,111,28
1,2,12,112,15
1,2,12,113,67
1,2,12,114,2
1,2,12,115,99
1,2,12,116,38
1,2,12,117,26
1,2,12,118,13
1,2,12,119,40
1,2,12,120,47
1,2,13,61,73
1,2,13,62,16
1,2,13,63,69
1,2,13,64,60
1,2,13,65,63
1,2,13,66,22
1,2,13,67,54
1,2,13,68,22
1,2,13,69,27
1,2,13,70,4
1,2,13,71,81
1,2,13,72,61
1,2,13,73,68
1,2,13,74,6
1,2,13,75,98
1,2,13,76,81
1,2,13,77,80
1,2,13,78,12
1,2,13,79,28
1,2,13,80,11
1,2,13,81,45
1,2,13,82,30
1,2,13,83,88
1,2,13,84,98
1,2,13,85,39
1,2,13,86,24
1,2,13,87,33
1,2,13,88,83
1,2,13,89,76
1,2,13,90,29
1,2,13,91,15
1,2,13,92,5
1,2,13,93,34
1,2,13,94,28
1,2,13,95,33
1,2,13,96,64
1,2,13,97,21
1,2,13,98,2
1,2,13,99,84
1,2,13,100,92
1,2,13,101,17
1,2,13,102,75
1,2,13,103,40
1,2,13,104,30
1,2,13,105,59
1,2,13,106,40
1,2,13,107,96
1,2,13,108,7
1,2,13,109,89
1,2,13,110,46
1,2,13,111,63
1,2,13,112,71
1,2,13,113,93
1,2,13,114,76
1,2,13,115,28
1,2,13,116,11
1,2,13,117,42
1,2,13,118,84
1,2,13,119,25
1,2,13,120,49
1,2,14,61,94
1,2,14,62,28
1,2,14,63,99
1,2,14,64,80
1,2,14,65,26
1,2,14,66,26
1,2,14,67,70
1,2,14,68,85
1,2,14,69,84
1,2,14,70,77
1,2,14,71,36
1,2,14,72,3
1,2,14,73,79
1,2,14,74,17
1,2,14,75,8
1,2,14,76,67
1,2,14,77,6
1,2,14,78,32
1,2,14,79,45
1,2,14,80,95
1,2,14,81,24
1,2,14,82,1
1,2,14,83,86
1,2,14,84,12
1,2,14,85,9
1,2,14,86,73
1,2,14,87,63
1,2,14,88,76
1,2,14,89,73
1,2,14,90,26
1,2,14,91,86
1,2,14,92,2
1,2,14,93,10
1,2,14,94,81
1,2,14,95,76
1,2,14,96,3
1,2,14,97,85
1,2,14,98,42
1,2,14,99,37
1,2,14,100,66
1,2,14,101,66
1,2,14,102,6
1,2,14,103,74
1,2,14,104,52
1,2,14,105,49
1,2,14,106,69
1,2,14,107,41
1,2,14,108,16
1,2,14,109,95
1,2,14,110,71
1,2,14,111,47
1,2,14,112,36
1,2,14,113,84
1,2,14,114,91
1,2,14,115,11
1,2,14,116,8
1,2,14,117,98
1,2,14,118,54
1,2,14,119,14
1,2,14,120,31
1,2,15,61,8
1,2,15,62,67
1,2,15,63,5
1,2,15,64,69
1,2,15,65,80
1,2,15,66,76
1,2,15,67,91
1,2,15,68,2
1,2,15,69,22
1,2,15,70,64
1,2,15,71,86
1,2,15,72,34
1,2,15,73,21
1,2,15,74,56
1,2,15,75,99
1,2,15,76,77
1,2,15,77,19
1,2,15,78,80
1,2,15,79,35
1,2,15,80,15
1,2,15,81,18
1,2,15,82,44
1,2,15,83,49
1,2,15,84,26
1,2,15,85,14
1,2,15,86,98
1,2,15,87,85
1,2,15,88,17
1,2,15,89,71
1,2,15,90,6
1,2,15,91,28
1,2,15,92,69
1,2,15,93,97
1,2,15,94,62
1,2,15,95,46
1,2,15,96,10
1,2,15,97,83
1,2,15,98,14
1,2,15,99,34
1,2,15,100,38
1,2,15,101,73
1,2,15,102,42
1,2,15,103,57
1,2,15,104,19
1,2,15,105,64
1,2,15,106,65
1,2,15,107,3
1,2,15,108,12
1,2,15,109,97
1,2,15,110,72
1,2,15,111,92
1,2,15,112,23
1,2,15,113,76
1,2,15,114,85
1,2,15,115,52
1,2,15,116,14
1,2,15,117,45
1,2,15,118,98
1,2,15,119,41
1,2,15,120,12
1,2,16,61,9
1,2,16,62,33
1,2,16,63,17
1,2,16,64,58
1,2,16,65,90
1,2,16,66,90
1,2,16,67,97
1,2,16,68,94
1,2,16,69,80
1,2,16,70,60
1,2,16,71,66
1,2,16,72,10
1,2,16,73,7
1,2,16,74,36
1,2,16,75,35
1,2,16,76,76
1,2,16,77,16
1,2,16,78,12
1,2,16,79,43
1,2,16,80,54
1,2,16,81,40
1,2,16,82,94
1,2,16,83,72
1,2,16,84,84
1,2,16,85,81
1,2,16,86,14
1,2,16,87,30
1,2,16,88,37
1,2,16,89,16
1,2,16,90,83
1,2,16,91,57
1,2,16,92,56
1,2,16,93,45
1,2,16,94,54
1,2,16,95,16
1,2,16,96,60
1,2,16,97,17
1,2,16,98,14
1,2,16,99,42
1,2,16,100,1
1,2,16,101,10
1,2,16,102,55
1,2,16,103,85
1,2,16,104,20
1,2,16,105,67
1,2,16,106,60
1,2,16,107,34
1,2,16,108,74
1,2,16,109,41
1,2,16,110,97
1,2,16,111,5
1,2,16,112,62
1,2,16,113,30
1,2,16,114,5
1,2,16,115,2
1,2,16,116,32
1,2,16,117,25
1,2,16,118,18
1,2,16,119,77
1,2,16,120,38
1,2,17,61,10
1,2,17,62,4
1,2,17,63,67
1,2,17,64,40
1,2,17,65,78
1,2,17,66,48
1,2,17,67,19
1,2,17,68,49
1,2,17,69,22
1,2,17,70,45
1,2,17,71,88
1,2,17,72,23
1,2,17,73,57
1,2,17,74,28
1,2,17,75,92
1,2,17,76,30
1,2,17,77,11
1,2,17,78,47
1,2,17,79,20
1,2,17,80,29
1,2,17,81,95
1,2,17,82,16
1,2,17,83,75
1,2,17,84,41
1,2,17,85,25
1,2,17,86,64
1,2,17,87,71
1,2,17,88,98
1,2,17,89,56
1,2,17,90,27
1,2,17,91,84
1,2,17,92,77
1,2,17,93,23
1,2,17,94,29
1,2,17,95,21
1,2,17,96,37
1,2,17,97,31
1,2,17,98,16
1,2,17,99,14
1,2,17,100,51
1,2,17,101,97
1,2,17,102,3
1,2,17,103,42
1,2,17,104,76
1,2,17,105,9
1,2,17,106,67
1,2,17,107,42
1,2,17,108,23
1,2,17,109,76
1,2,17,110,71
1,2,17,111,44
1,2,17,112,77
1,2,17,113,38
1,2,17,114,17
1,2,17,115,99
1,2,17,116,51
1,2,17,117,95
1,2,17,118,36
1,2,17,119,61
1,2,17,120,28
1,2,18,61,81
1,2,18,62,50
1,2,18,63,91
1,2,18,64,19
1,2,18,65,14
1,2,18,66,12
1,2,18,67,13
1,2,18,68,39
1,2,18,69,90
1,2,18,70,72
1,2,18,71,20
1,2,18,72,43
1,2,18,73,87
1,2,18,74,73
1,2,18,75,50
1,2,18,76,64
1,2,18,77,51
1,2,18,78,76
1,2,18,79,70
1,2,18,80,7
1,2,18,81,55
1,2,18,82,5
1,2,18,83,63
1,2,18,84,45
1,2,18,85,10
1,2,18,86,19
1,2,18,87,50
1,2,18,88,67
1,2,18,89,58
1,2,18,90,75
1,2,18,91,14
1,2,18,92,46
1,2,18,93,7
1,2,18,94,60
1,2,18,95,73
1,2,18,96,4
1,2,18,97,15
1,2,18,98,27
1,2,18,99,99
1,2,18,100,17
1,2,18,101,43
1,2,18,102,19
1,2,18,103,29
1,2,18,104,85
1,2,18,105,64
1,2,18,106,46
1,2,18,107,39
1,2,18,108,76
1,2,18,109,97
1,2,18,110,27
1,2,18,111,10
1,2,18,112,72
1,2,18,113,69
1,2,18,114,48
1,2,18,115,43
1,2,18,116,89
1,2,18,117,10
1,2,18,118,6
1,2,18,119,42
1,2,18,120,62
1,2,19,61,52
1,2,19,62,76
1,2,19,63,87
1,2,19,64,13
1,2,19,65,67
1,2,19,66,68
1,2,19,67,73
1,2,19,68,16
1,2,19,69,24
1,2,19,70,54
1,2,19,71,54
1,2,19,72,3
1,2,19,73,23
1,2,19,74,29
1,2,19,75,41
1,2,19,76,92
1,2,19,77,10
1,2,19,78,95
1,2,19,79,89
1,2,19,80,38
1,2,19,81,66
1,2,19,82,89
1,2,19,83,99
1,2,19,84,85
1,2,19,85,56
1,2,19,86,43
1,2,19,87,91
1,2,19,88,56
1,2,19,89,38
1,2,19,90,55
1,2,19,91,63
1,2,19,92,24
1,2,19,93,45
1,2,19,94,62
1,2,19,95,28
1,2,19,96,1
1,2,19,97,23
1,2,19,98,38
1,2,19,99,12
1,2,19,100,76
1,2,19,101,55
1,2,19,102,38
1,2,19,103,32
1,2,19,104,67
1,2,19,105,79
1,2,19,106,70
1,2,19,107,3
1,2,19,108,96
1,2,19,109,87
1,2,19,110,84
1,2,19,111,81
1,2,19,112,92
1,2,19,113,54
1,2,19,114,79
1,2,19,115,67
1,2,19,116,7
1,2,19,117,15
1,2,19,118,24
1,2,19,119,8
1,2,19,120,7
1,2,20,61,72
1,2,20,62,3
1,2,20,63,98
1,2,20,64,79
1,2,20,65,9
1,2,20,66,32
1,2,20,67,32
1,2,20,68,69
1,2,20,69,76
1,2,20,70,52
1,2,20,71,27
1,2,20,72,97
1,2,20,73,29
1,2,20,74,52
1,2,20,75,7
1,2,20,76,64
1,2,20,77,75
1,2,20,78,62
1,2,20,79,64
1,2,20,80,8
1,2,20,81,2
1,2,20,82,67
1,2,20,83,27
1,2,20,84,20
1,2,20,85,64
1,2,20,86,85
1,2,20,87,17
1,2,20,88,24
1,2,20,89,42
1,2,20,90,63
1,2,20,91,72
1,2,20,92,50
1,2,20,93,58
1,2,20,94,27
1,2,20,95,82
1,2,20,96,98
1,2,20,97,20
1,2,20,98,93
1,2,20,99,85
1,2,20,100,61
1,2,20,101,75
1,2,20,102,99
1,2,20,103,85
1,2,20,104,63
1,2,20,105,7
1,2,20,106,92
1,2,20,107,44
1,2,20,108,22
1,2,20,109,9
1,2,20,110,86
1,2,20,111,39
1,2,20,112,97
1,2,20,113,44
1,2,20,114,5
1,2,20,115,70
1,2,20,116,78
1,2,20,117,61
1,2,20,118,64
1,2,20,119,65
1,2,20,120,95
1,2,21,61,56
1,2,21,62,43
1,2,21,63,51
1,2,21,64,71
1,2,21,65,59
1,2,21,66,33
1,2,21,67,97
1,2,21,68,82
1,2,21,69,78
1,2,21,70,37
1,2,21,71,11
1,2,21,72,29
1,2,21,73,87
1,2,21,74,82
1,2,21,75,11
1,2,21,76,89
1,2,21,77,94
1,2,21,78,34
1,2,21,79,44
1,2,21,80,70
1,2,21,81,72
1,2,21,82,10
1,2,21,83,91
1,2,21,84,29
1,2,21,85,26
1,2,21,86,37
1,2,21,87,92
1,2,21,88,36
1,2,21,89,30
1,2,21,90,99
1,2,21,91,24
1,2,21,92,56
1,2,21,93,1
1,2,21,94,91
1,2,21,95,93
1,2,21,96,58
1,2,21,97,24
1,2,21,98,4
1,2,21,99,88
1,2,21,100,49
1,2,21,101,36
1,2,21,102,72
1,2,21,103,84
1,2,21,104,2
1,2,21,105,50
1,2,21,106,18
1,2,21,107,5
1,2,21,108,12
1,2,21,109,27
1,2,21,110,55
1,2,21,111,96
1,2,21,112,41
1,2,21,113,14
1,2,21,114,94
1,2,21,115,63
1,2,21,116,41
1,2,21,117,56
1,2,21,118,96
1,2,21,119,9
1,2,21,120,6
1,2,22,61,99
1,2,22,62,39
1,2,22,63,86
1,2,22,64,83
1,2,22,65,40
1,2,22,66,92
1,2,22,67,40
1,2,22,68,90
1,2,22,69,91
1,2,22,70,36
1,2,22,71,70
1,2,22,72,57
1,2,22,73,18
1,2,22,74,14
1,2,22,75,72
1,2,22,76,42
1,2,22,77,61
1,2,22,78,67
1,2,22,79,3
1,2,22,80,16
1,2,22,81,58
1,2,22,82,68
1,2,22,83,96
1,2,22,84,39
1,2,22,85,63
1,2,22,86,30
1,2,22,87,39
1,2,22,88,69
1,2,22,89,59
1,2,22,90,91
1,2,22,91,86
1,2,22,92,98
1,2,22,93,48
1,2,22,94,47
1,2,22,95,80
1,2,22,96,78
1,2,22,97,31
1,2,22,98,41
1,2,22,99,28
1,2,22,100,56
1,2,22,101,69
1,2,22,102,98
1,2,22,103,30
1,2,22,104,67
1,2,22,105,66
1,2,22,106,24
1,2,22,107,65
1,2,22,108,63
1,2,22,109,72
1,2,22,110,93
1,2,22,111,57
1,2,22,112,98
1,2,22,113,41
1,2,22,114,27
1,2,22,115,11
1,2,22,116,13
1,2,22,117,38
1,2,22,118,72
1,2,22,119,60
1,2,22,120,65
1,2,23,61,49
1,2,23,62,21
1,2,23,63,60
1,2,23,64,16
1,2,23,65,94
1,2,23,66,36
1,2,23,67,69
1,2,23,68,78
1,2,23,69,94
1,2,23,70,98
1,2,23,71,19
1,2,23,72,50
1,2,23,73,14
1,2,23,74,75
1,2,23,75,88
1,2,23,76,62
1,2,23,77,68
1,2,23,78,12
1,2,23,79,92
1,2,23,80,98
1,2,23,81,64
1,2,23,82,84
1,2,23,83,94
1,2,23,84,72
1,2,23,85,46
1,2,23,86,12
1,2,23,87,52
1,2,23,88,57
1,2,23,89,44
1,2,23,90,17
1,2,23,91,74
1,2,23,92,45
1,2,23,93,46
1,2,23,94,42
1,2,23,95,16
1,2,23,96,62
1,2,23,97,4
1,2,23,98,82
1,2,23,99,74
1,2,23,100,83
1,2,23,101,39
1,2,23,102,57
1,2,23,103,24
1,2,23,104,54
1,2,23,105,34
1,2,23,106,62
1,2,23,107,58
1,2,23,108,17
1,2,23,109,16
1,2,23,110,25
1,2,23,111,41
1,2,23,112,48
1,2,23,113,13
1,2,23,114,18
1,2,23,115,39
1,2,23,116,97
1,2,23,117,5
1,2,23,118,11
1,2,23,119,26
1,2,23,120,33
1,2,24,61,29
1,2,24,62,15
1,2,24,63,31
1,2,24,64,86
1,2,24,65,92
1,2,24,66,90
1,2,24,67,11
1,2,24,68,44
1,2,24,69,5
1,2,24,70,4
1,2,24,71,63
1,2,24,72,39
1,2,24,73,87
1,2,24,74,47
1,2,24,75,85
1,2,24,76,33
