origem,destino,classe,preco
1,2,136,1778
1,2,137,1815
1,2,138,1830
1,2,139,1865
1,2,140,1877
1,2,141,1894
1,2,142,1902
1,2,143,1909
1,2,144,1914
1,2,145,1935
1,2,146,1937
1,2,147,1955
1,2,148,1971
1,2,149,1972
1,2,150,1978
1,3,1,81
1,3,2,82
1,3,3,86
1,3,4,98
1,3,5,100
1,3,6,108
1,3,7,113
1,3,8,114
1,3,9,137
1,3,10,155
1,3,11,174
1,3,12,185
1,3,13,186
1,3,14,224
1,3,15,245
1,3,16,251
1,3,17,263
1,3,18,282
1,3,19,287
1,3,20,292
1,3,21,297
1,3,22,339
1,3,23,350
1,3,24,354
1,3,25,359
1,3,26,376
1,3,27,380
1,3,28,430
1,3,29,459
1,3,30,481
1,3,31,488
1,3,32,491
1,3,33,494
1,3,34,532
1,3,35,543
1,3,36,554
1,3,37,557
1,3,38,597
1,3,39,598
1,3,40,612
1,3,41,651
1,3,42,671
1,3,43,683
1,3,44,699
1,3,45,703
1,3,46,712
1,3,47,714
1,3,48,729
1,3,49,737
1,3,50,754
1,3,51,757
1,3,52,772
1,3,53,779
1,3,54,793
1,3,55,806
1,3,56,813
1,3,57,818
1,3,58,820
1,3,59,821
1,3,60,824
1,3,61,828
1,3,62,846
1,3,63,849
1,3,64,861
1,3,65,872
1,3,66,873
1,3,67,882
1,3,68,885
1,3,69,904
1,3,70,911
1,3,71,922
1,3,72,933
1,3,73,935
1,3,74,939
1,3,75,945
1,3,76,952
1,3,77,988
1,3,78,1015
1,3,79,1016
1,3,80,1036
1,3,81,1046
1,3,82,1051
1,3,83,1052
1,3,84,1054
1,3,85,1055
1,3,86,1091
1,3,87,1106
1,3,88,1121
1,3,89,1128
1,3,90,1132
1,3,91,1143
1,3,92,1159
1,3,93,1162
1,3,94,1178
1,3,95,1192
1,3,96,1210
1,3,97,1217
1,3,98,1226
1,3,99,1240
1,3,100,1242
1,3,101,1243
1,3,102,1264
1,3,103,1282
1,3,104,1288
1,3,105,1303
1,3,106,1310
1,3,107,1351
1,3,108,1391
1,3,109,1416
1,3,110,1420
1,3,111,1427
1,3,112,1431
1,3,113,1432
1,3,114,1440
1,3,115,1443
1,3,116,1464
1,3,117,1468
1,3,118,1473
1,3,119,1510
1,3,120,1529
1,3,121,1531
1,3,122,1548
1,3,123,1550
1,3,124,1570
1,3,125,1605
1,3,126,1611
1,3,127,1645
1,3,128,1654
1,3,129,1656
1,3,130,1687
1,3,131,1700
1,3,132,1722
1,3,133,1728
1,3,134,1729
1,3,135,1736
1,3,136,1774
1,3,137,1779
1,3,138,1820
1,3,139,1858
1,3,140,1867
1,3,141,1879
1,3,142,1891
1,3,143,1900
1,3,144,1926
1,3,145,1941
1,3,146,1947
1,3,147,1975
1,3,148,1976
1,3,149,1987
1,3,150,1992
1,4,1,58
1,4,2,64
1,4,3,66
1,4,4,69
1,4,5,73
1,4,6,93
1,4,7,99
1,4,8,102
1,4,9,109
1,4,10,112
1,4,11,140
1,4,12,148
1,4,13,153
1,4,14,155
1,4,15,159
1,4,16,180
1,4,17,189
1,4,18,190
1,4,19,203
1,4,20,209
1,4,21,239
1,4,22,240
1,4,23,257
1,4,24,264
1,4,25,310
1,4,26,314
1,4,27,318
1,4,28,331
1,4,29,364
1,4,30,394
1,4,31,409
1,4,32,432
1,4,33,438
1,4,34,448
1,4,35,450
1,4,36,477
1,4,37,482
1,4,38,488
1,4,39,506
1,4,40,515
1,4,41,529
1,4,42,561
1,4,43,563
1,4,44,565
1,4,45,566
1,4,46,588
1,4,47,599
1,4,48,601
1,4,49,612
1,4,50,620
1,4,51,641
1,4,52,651
1,4,53,663
1,4,54,677
1,4,55,696
1,4,56,710
1,4,57,712
1,4,58,719
1,4,59,727
1,4,60,741
1,4,61,742
1,4,62,749
1,4,63,750
1,4,64,757
1,4,65,803
1,4,66,827
1,4,67,860
1,4,68,861
1,4,69,873
1,4,70,878
1,4,71,905
1,4,72,918
1,4,73,921
1,4,74,972
1,4,75,989
1,4,76,992
1,4,77,994
1,4,78,997
1,4,79,999
1,4,80,1005
1,4,81,1019
1,4,82,1037
1,4,83,1069
1,4,84,1084
1,4,85,1091
1,4,86,1096
1,4,87,1181
1,4,88,1192
1,4,89,1203
1,4,90,1206
1,4,91,1208
1,4,92,1214
1,4,93,1222
1,4,94,1230
1,4,95,1235
1,4,96,1236
1,4,97,1252
1,4,98,1256
1,4,99,1257
1,4,100,1272
1,4,101,1279
1,4,102,1281
1,4,103,1298
1,4,104,1309
1,4,105,1313
1,4,106,1315
1,4,107,1323
1,4,108,1341
1,4,109,1367
1,4,110,1376
1,4,111,1380
1,4,112,1385
1,4,113,1407
1,4,114,1419
1,4,115,1440
1,4,116,1441
1,4,117,1450
1,4,118,1518
1,4,119,1543
1,4,120,1549
1,4,121,1604
1,4,122,1629
1,4,123,1641
1,4,124,1653
1,4,125,1661
1,4,126,1712
1,4,127,1717
1,4,128,1718
1,4,129,1723
1,4,130,1725
1,4,131,1735
1,4,132,1749
1,4,133,1753
1,4,134,1771
1,4,135,1825
1,4,136,1838
1,4,137,1850
1,4,138,1856
1,4,139,1864
1,4,140,1865
1,4,141,1870
1,4,142,1882
1,4,143,1889
1,4,144,1890
1,4,145,1895
1,4,146,1916
1,4,147,1950
1,4,148,1951
1,4,149,1960
1,4,150,1989
1,5,1,65
1,5,2,72
1,5,3,81
1,5,4,92
1,5,5,135
1,5,6,153
1,5,7,161
1,5,8,174
1,5,9,191
1,5,10,195
1,5,11,209
1,5,12,232
1,5,13,236
1,5,14,251
1,5,15,270
1,5,16,278
1,5,17,279
1,5,18,290
1,5,19,293
1,5,20,295
1,5,21,304
1,5,22,329
1,5,23,341
1,5,24,343
1,5,25,345
1,5,26,365
1,5,27,366
1,5,28,375
1,5,29,410
1,5,30,416
1,5,31,431
1,5,32,436
1,5,33,488
1,5,34,492
1,5,35,510
1,5,36,512
1,5,37,517
1,5,38,522
1,5,39,548
1,5,40,567
1,5,41,577
1,5,42,592
1,5,43,603
1,5,44,612
1,5,45,636
1,5,46,644
1,5,47,666
1,5,48,677
1,5,49,682
1,5,50,687
1,5,51,688
1,5,52,707
1,5,53,730
1,5,54,735
1,5,55,761
1,5,56,773
1,5,57,787
1,5,58,820
1,5,59,849
1,5,60,874
1,5,61,876
1,5,62,878
1,5,63,898
1,5,64,914
1,5,65,928
1,5,66,932
1,5,67,933
1,5,68,953
1,5,69,966
1,5,70,970
1,5,71,982
1,5,72,985
1,5,73,989
1,5,74,990
1,5,75,999
1,5,76,1000
1,5,77,1021
1,5,78,1030
1,5,79,1048
1,5,80,1050
1,5,81,1063
1,5,82,1066
1,5,83,1085
1,5,84,1088
1,5,85,1103
1,5,86,1104
1,5,87,1110
1,5,88,1119
1,5,89,1121
1,5,90,1124
1,5,91,1168
1,5,92,1187
1,5,93,1217
1,5,94,1219
1,5,95,1224
1,5,96,1239
1,5,97,1243
1,5,98,1246
1,5,99,1247
1,5,100,1266
1,5,101,1267
1,5,102,1277
1,5,103,1278
1,5,104,1293
1,5,105,1304
1,5,106,1320
1,5,107,1333
1,5,108,1364
1,5,109,1372
1,5,110,1393
1,5,111,1409
1,5,112,1414
1,5,113,1429
1,5,114,1446
1,5,115,1468
1,5,116,1471
1,5,117,1477
1,5,118,1489
1,5,119,1493
1,5,120,1506
1,5,121,1510
1,5,122,1555
1,5,123,1582
1,5,124,1602
1,5,125,1603
1,5,126,1619
1,5,127,1638
1,5,128,1658
1,5,129,1660
1,5,130,1677
1,5,131,1691
1,5,132,1718
1,5,133,1719
1,5,134,1756
1,5,135,1761
1,5,136,1770
1,5,137,1773
1,5,138,1777
1,5,139,1827
1,5,140,1850
1,5,141,1865
1,5,142,1883
1,5,143,1901
1,5,144,1912
1,5,145,1933
1,5,146,1951
1,5,147,1985
1,5,148,1987
1,5,149,1992
1,5,150,1994
1,6,1,57
1,6,2,114
1,6,3,123
1,6,4,124
1,6,5,145
1,6,6,166
1,6,7,190
1,6,8,196
1,6,9,213
1,6,10,215
1,6,11,242
1,6,12,243
1,6,13,272
1,6,14,303
1,6,15,306
1,6,16,311
1,6,17,319
1,6,18,341
1,6,19,372
1,6,20,377
1,6,21,395
1,6,22,401
1,6,23,416
1,6,24,445
1,6,25,446
1,6,26,448
1,6,27,452
1,6,28,456
1,6,29,458
1,6,30,460
1,6,31,463
1,6,32,485
1,6,33,491
1,6,34,498
1,6,35,532
1,6,36,534
1,6,37,559
1,6,38,567
1,6,39,584
1,6,40,590
1,6,41,608
1,6,42,631
1,6,43,648
1,6,44,674
1,6,45,675
1,6,46,687
1,6,47,689
1,6,48,690
1,6,49,711
1,6,50,721
1,6,51,728
1,6,52,729
1,6,53,750
1,6,54,752
1,6,55,755
1,6,56,758
1,6,57,766
1,6,58,779
1,6,59,808
1,6,60,826
1,6,61,829
1,6,62,846
1,6,63,850
1,6,64,858
1,6,65,860
1,6,66,862
1,6,67,868
1,6,68,874
1,6,69,881
1,6,70,888
1,6,71,890
1,6,72,892
1,6,73,935
1,6,74,938
1,6,75,953
1,6,76,955
1,6,77,979
1,6,78,998
1,6,79,1018
1,6,80,1041
1,6,81,1052
1,6,82,1054
1,6,83,1065
1,6,84,1070
1,6,85,1086
1,6,86,1091
1,6,87,1097
1,6,88,1099
1,6,89,1103
1,6,90,1112
1,6,91,1144
1,6,92,1145
1,6,93,1164
1,6,94,1194
1,6,95,1203
1,6,96,1244
1,6,97,1249
1,6,98,1250
1,6,99,1256
1,6,100,1259
1,6,101,1303
1,6,102,1309
1,6,103,1313
1,6,104,1326
1,6,105,1327
1,6,106,1329
1,6,107,1331
1,6,108,1337
1,6,109,1384
1,6,110,1428
1,6,111,1439
1,6,112,1489
1,6,113,1525
1,6,114,1537
1,6,115,1553
1,6,116,1565
1,6,117,1605
1,6,118,1606
1,6,119,1610
1,6,120,1615
1,6,121,1622
1,6,122,1640
1,6,123,1644
1,6,124,1649
1,6,125,1669
1,6,126,1673
1,6,127,1676
1,6,128,1679
1,6,129,1680
1,6,130,1717
1,6,131,1722
1,6,132,1759
1,6,133,1760
1,6,134,1764
1,6,135,1773
1,6,136,1795
1,6,137,1838
1,6,138,1848
1,6,139,1867
1,6,140,1873
1,6,141,1878
1,6,142,1880
1,6,143,1887
1,6,144,1892
1,6,145,1897
1,6,146,1909
1,6,147,1929
1,6,148,1945
1,6,149,1956
1,6,150,1972
1,7,1,57
1,7,2,71
1,7,3,78
1,7,4,87
1,7,5,100
1,7,6,104
1,7,7,108
1,7,8,114
1,7,9,134
1,7,10,135
1,7,11,145
1,7,12,147
1,7,13,150
1,7,14,178
1,7,15,181
1,7,16,189
1,7,17,199
1,7,18,202
1,7,19,223
1,7,20,246
1,7,21,271
1,7,22,299
1,7,23,300
1,7,24,315
1,7,25,322
1,7,26,330
1,7,27,338
1,7,28,341
1,7,29,362
1,7,30,378
1,7,31,387
1,7,32,391
1,7,33,394
1,7,34,396
1,7,35,435
1,7,36,447
1,7,37,462
1,7,38,473
1,7,39,484
1,7,40,485
1,7,41,486
1,7,42,504
1,7,43,531
1,7,44,556
1,7,45,561
1,7,46,575
1,7,47,599
1,7,48,600
1,7,49,607
1,7,50,628
1,7,51,661
1,7,52,684
1,7,53,690
1,7,54,704
1,7,55,706
1,7,56,708
1,7,57,717
1,7,58,750
1,7,59,766
1,7,60,770
1,7,61,783
1,7,62,790
1,7,63,793
1,7,64,825
1,7,65,851
1,7,66,852
1,7,67,863
1,7,68,869
1,7,69,887
1,7,70,910
1,7,71,930
1,7,72,936
1,7,73,980
1,7,74,992
1,7,75,1000
1,7,76,1002
1,7,77,1009
1,7,78,1049
1,7,79,1050
1,7,80,1057
1,7,81,1060
1,7,82,1064
1,7,83,1081
1,7,84,1091
1,7,85,1106
1,7,86,1130
1,7,87,1154
1,7,88,1172
1,7,89,1190
1,7,90,1201
1,7,91,1203
1,7,92,1213
1,7,93,1222
1,7,94,1227
1,7,95,1243
1,7,96,1281
1,7,97,1324
1,7,98,1369
1,7,99,1370
1,7,100,1379
1,7,101,1380
1,7,102,1383
1,7,103,1391
1,7,104,1427
1,7,105,1431
1,7,106,1435
1,7,107,1450
1,7,108,1464
1,7,109,1485
1,7,110,1499
1,7,111,1507
1,7,112,1514
1,7,113,1515
1,7,114,1526
1,7,115,1528
1,7,116,1539
1,7,117,1544
1,7,118,1589
1,7,119,1596
1,7,120,1603
1,7,121,1607
1,7,122,1611
1,7,123,1614
1,7,124,1618
1,7,125,1625
1,7,126,1631
1,7,127,1639
1,7,128,1653
1,7,129,1666
1,7,130,1687
1,7,131,1706
1,7,132,1725
1,7,133,1750
1,7,134,1768
1,7,135,1769
1,7,136,1817
1,7,137,1839
1,7,138,1846
1,7,139,1851
1,7,140,1852
1,7,141,1861
1,7,142,1887
1,7,143,1900
1,7,144,1921
1,7,145,1936
1,7,146,1951
1,7,147,1966
1,7,148,1973
1,7,149,1979
1,7,150,1981
2,3,1,54
2,3,2,59
2,3,3,76
2,3,4,79
2,3,5,84
2,3,6,85
2,3,7,94
2,3,8,101
2,3,9,106
2,3,10,111
2,3,11,114
2,3,12,124
2,3,13,141
2,3,14,157
2,3,15,163
2,3,16,203
2,3,17,247
2,3,18,273
2,3,19,289
2,3,20,303
2,3,21,305
2,3,22,306
2,3,23,317
2,3,24,324
2,3,25,362
2,3,26,384
2,3,27,398
2,3,28,412
2,3,29,442
2,3,30,452
2,3,31,453
2,3,32,463
2,3,33,499
2,3,34,505
2,3,35,520
2,3,36,528
2,3,37,552
2,3,38,567
2,3,39,570
2,3,40,591
2,3,41,603
2,3,42,608
2,3,43,635
2,3,44,647
2,3,45,673
2,3,46,677
2,3,47,686
2,3,48,688
2,3,49,741
2,3,50,750
2,3,51,774
2,3,52,792
2,3,53,794
2,3,54,801
2,3,55,806
2,3,56,835
2,3,57,862
2,3,58,872
2,3,59,879
2,3,60,888
2,3,61,896
2,3,62,973
2,3,63,975
2,3,64,979
2,3,65,1005
2,3,66,1026
2,3,67,1028
2,3,68,1039
2,3,69,1042
2,3,70,1049
2,3,71,1076
2,3,72,1097
2,3,73,1101
2,3,74,1113
2,3,75,1141
2,3,76,1155
2,3,77,1162
2,3,78,1181
2,3,79,1193
2,3,80,1234
2,3,81,1247
2,3,82,1259
2,3,83,1277
2,3,84,1293
2,3,85,1297
2,3,86,1299
2,3,87,1303
2,3,88,1305
2,3,89,1367
2,3,90,1368
2,3,91,1395
2,3,92,1409
2,3,93,1415
2,3,94,1416
2,3,95,1443
2,3,96,1450
2,3,97,1463
2,3,98,1495
2,3,99,1498
2,3,100,1506
2,3,101,1521
2,3,102,1528
2,3,103,1534
2,3,104,1536
2,3,105,1545
2,3,106,1565
2,3,107,1567
2,3,108,1583
2,3,109,1584
2,3,110,1593
2,3,111,1607
2,3,112,1620
2,3,113,1633
2,3,114,1639
2,3,115,1646
2,3,116,1649
2,3,117,1655
2,3,118,1673
2,3,119,1695
2,3,120,1708
2,3,121,1712
2,3,122,1729
2,3,123,1743
2,3,124,1751
2,3,125,1764
2,3,126,1771
2,3,127,1804
2,3,128,1811
2,3,129,1814
2,3,130,1815
2,3,131,1822
2,3,132,1840
2,3,133,1860
2,3,134,1864
2,3,135,1866
2,3,136,1867
2,3,137,1874
2,3,138,1879
2,3,139,1889
2,3,140,1899
2,3,141,1919
2,3,142,1930
2,3,143,1936
2,3,144,1939
2,3,145,1942
2,3,146,1951
2,3,147,1975
2,3,148,1980
2,3,149,1987
2,3,150,1998
2,4,1,56
2,4,2,73
2,4,3,77
2,4,4,82
2,4,5,97
2,4,6,111
2,4,7,115
2,4,8,136
2,4,9,141
2,4,10,146
2,4,11,208
2,4,12,228
2,4,13,283
2,4,14,295
2,4,15,298
2,4,16,315
2,4,17,323
2,4,18,327
2,4,19,328
2,4,20,329
2,4,21,330
2,4,22,336
2,4,23,344
2,4,24,345
2,4,25,371
2,4,26,373
2,4,27,375
2,4,28,380
2,4,29,393
2,4,30,418
2,4,31,428
2,4,32,430
2,4,33,434
2,4,34,441
2,4,35,448
2,4,36,484
2,4,37,505
2,4,38,524
2,4,39,526
2,4,40,532
2,4,41,540
2,4,42,560
2,4,43,587
2,4,44,601
2,4,45,610
2,4,46,629
2,4,47,644
2,4,48,646
2,4,49,648
2,4,50,679
2,4,51,684
2,4,52,689
2,4,53,697
2,4,54,703
2,4,55,704
2,4,56,730
2,4,57,747
2,4,58,758
2,4,59,763
2,4,60,767
2,4,61,782
2,4,62,792
2,4,63,797
2,4,64,846
2,4,65,885
2,4,66,922
2,4,67,926
2,4,68,928
2,4,69,935
2,4,70,936
2,4,71,953
2,4,72,972
2,4,73,976
2,4,74,977
2,4,75,981
2,4,76,1024
2,4,77,1045
2,4,78,1047
2,4,79,1056
2,4,80,1070
2,4,81,1077
2,4,82,1083
2,4,83,1088
2,4,84,1092
2,4,85,1095
2,4,86,1122
2,4,87,1123
2,4,88,1131
2,4,89,1146
2,4,90,1155
2,4,91,1162
2,4,92,1180
2,4,93,1235
2,4,94,1254
2,4,95,1279
2,4,96,1294
2,4,97,1298
2,4,98,1319
2,4,99,1321
2,4,100,1322
2,4,101,1325
2,4,102,1332
2,4,103,1360
2,4,104,1372
2,4,105,1383
2,4,106,1391
2,4,107,1396
2,4,108,1420
2,4,109,1429
2,4,110,1455
2,4,111,1459
2,4,112,1489
2,4,113,1496
2,4,114,1528
2,4,115,1541
2,4,116,1550
2,4,117,1567
2,4,118,1576
2,4,119,1601
2,4,120,1617
2,4,121,1632
2,4,122,1643
2,4,123,1655
2,4,124,1664
2,4,125,1688
2,4,126,1689
2,4,127,1692
2,4,128,1693
2,4,129,1717
2,4,130,1739
2,4,131,1740
2,4,132,1748
2,4,133,1757
2,4,134,1767
2,4,135,1780
2,4,136,1787
2,4,137,1803
2,4,138,1812
2,4,139,1820
2,4,140,1835
2,4,141,1849
2,4,142,1857
2,4,143,1861
2,4,144,1876
2,4,145,1896
2,4,146,1916
2,4,147,1918
2,4,148,1933
2,4,149,1937
2,4,150,1987
2,5,1,53
2,5,2,61
2,5,3,100
2,5,4,125
2,5,5,147
2,5,6,158
2,5,7,183
2,5,8,184
2,5,9,187
2,5,10,207
2,5,11,224
2,5,12,255
2,5,13,258
2,5,14,272
2,5,15,275
2,5,16,276
2,5,17,304
2,5,18,310
2,5,19,317
2,5,20,325
2,5,21,334
2,5,22,340
2,5,23,347
2,5,24,355
2,5,25,373
2,5,26,409
2,5,27,437
2,5,28,450
2,5,29,471
2,5,30,481
2,5,31,506
2,5,32,511
2,5,33,527
2,5,34,534
2,5,35,580
2,5,36,583
2,5,37,585
2,5,38,622
2,5,39,624
2,5,40,634
2,5,41,643
2,5,42,644
2,5,43,646
2,5,44,650
2,5,45,665
2,5,46,670
2,5,47,687
2,5,48,692
2,5,49,707
2,5,50,709
2,5,51,713
2,5,52,761
2,5,53,799
2,5,54,802
2,5,55,803
2,5,56,821
2,5,57,828
2,5,58,839
2,5,59,852
2,5,60,863
2,5,61,864
2,5,62,873
2,5,63,884
2,5,64,889
2,5,65,906
2,5,66,919
2,5,67,929
2,5,68,935
2,5,69,945
2,5,70,946
2,5,71,947
2,5,72,948
2,5,73,949
2,5,74,989
2,5,75,991
2,5,76,992
2,5,77,996
2,5,78,1010
2,5,79,1012
2,5,80,1022
2,5,81,1033
2,5,82,1037
2,5,83,1043
2,5,84,1066
2,5,85,1072
2,5,86,1086
2,5,87,1094
2,5,88,1116
2,5,89,1118
2,5,90,1157
2,5,91,1161
2,5,92,1173
2,5,93,1204
2,5,94,1210
2,5,95,1216
2,5,96,1252
2,5,97,1271
2,5,98,1279
2,5,99,1283
2,5,100,1299
2,5,101,1316
2,5,102,1326
2,5,103,1328
2,5,104,1335
2,5,105,1336
2,5,106,1362
2,5,107,1363
2,5,108,1372
2,5,109,1374
2,5,110,1418
2,5,111,1434
2,5,112,1439
2,5,113,1454
2,5,114,1455
2,5,115,1472
2,5,116,1480
2,5,117,1490
2,5,118,1499
2,5,119,1501
2,5,120,1526
2,5,121,1527
2,5,122,1534
2,5,123,1536
2,5,124,1540
2,5,125,1543
2,5,126,1573
2,5,127,1574
2,5,128,1575
2,5,129,1592
2,5,130,1593
2,5,131,1627
2,5,132,1631
2,5,133,1646
2,5,134,1650
2,5,135,1669
2,5,136,1671
2,5,137,1708
2,5,138,1763
2,5,139,1771
2,5,140,1780
2,5,141,1786
2,5,142,1812
2,5,143,1821
2,5,144,1860
2,5,145,1875
2,5,146,1884
2,5,147,1889
2,5,148,1922
2,5,149,1928
2,5,150,1957
2,6,1,85
2,6,2,107
2,6,3,117
2,6,4,124
2,6,5,136
2,6,6,137
2,6,7,186
2,6,8,200
2,6,9,224
2,6,10,257
2,6,11,259
2,6,12,275
2,6,13,280
2,6,14,291
2,6,15,308
2,6,16,329
2,6,17,330
2,6,18,347
2,6,19,364
2,6,20,375
2,6,21,384
2,6,22,404
2,6,23,421
2,6,24,441
2,6,25,450
2,6,26,453
2,6,27,456
2,6,28,457
2,6,29,525
2,6,30,536
2,6,31,546
2,6,32,551
2,6,33,588
2,6,34,589
2,6,35,604
2,6,36,610
2,6,37,614
2,6,38,621
2,6,39,627
2,6,40,638
2,6,41,645
2,6,42,648
2,6,43,652
2,6,44,663
2,6,45,683
2,6,46,684
2,6,47,692
2,6,48,695
2,6,49,701
2,6,50,704
2,6,51,730
2,6,52,736
2,6,53,746
2,6,54,777
2,6,55,780
2,6,56,784
2,6,57,793
2,6,58,806
2,6,59,837
2,6,60,886
2,6,61,889
2,6,62,899
2,6,63,904
2,6,64,915
2,6,65,923
2,6,66,981
2,6,67,988
2,6,68,989
2,6,69,992
2,6,70,999
2,6,71,1006
2,6,72,1015
2,6,73,1020
2,6,74,1035
2,6,75,1036
2,6,76,1037
2,6,77,1039
2,6,78,1048
2,6,79,1088
2,6,80,1095
2,6,81,1096
2,6,82,1104
2,6,83,1106
2,6,84,1130
2,6,85,1140
2,6,86,1145
2,6,87,1150
2,6,88,1151
2,6,89,1170
2,6,90,1176
2,6,91,1186
2,6,92,1188
2,6,93,1228
2,6,94,1237
2,6,95,1242
2,6,96,1245
2,6,97,1252
2,6,98,1314
2,6,99,1326
2,6,100,1334
2,6,101,1343
2,6,102,1366
2,6,103,1368
2,6,104,1371
2,6,105,1385
2,6,106,1390
2,6,107,1391
2,6,108,1408
2,6,109,1413
2,6,110,1447
2,6,111,1453
2,6,112,1464
2,6,113,1475
2,6,114,1486
2,6,115,1504
2,6,116,1505
2,6,117,1508
2,6,118,1535
2,6,119,1539
2,6,120,1561
2,6,121,1564
2,6,122,1569
2,6,123,1579
2,6,124,1587
2,6,125,1595
2,6,126,1597
2,6,127,1601
2,6,128,1606
2,6,129,1621
2,6,130,1642
2,6,131,1651
2,6,132,1669
2,6,133,1682
2,6,134,1685
2,6,135,1702
2,6,136,1710
2,6,137,1771
2,6,138,1778
2,6,139,1789
2,6,140,1794
2,6,141,1797
2,6,142,1799
2,6,143,1806
2,6,144,1828
2,6,145,1858
2,6,146,1875
2,6,147,1890
2,6,148,1918
2,6,149,1954
2,6,150,1985
2,7,1,50
2,7,2,60
2,7,3,64
2,7,4,68
2,7,5,70
2,7,6,93
2,7,7,95
2,7,8,123
2,7,9,136
2,7,10,141
2,7,11,155
2,7,12,159
2,7,13,162
2,7,14,171
2,7,15,174
2,7,16,178
2,7,17,179
2,7,18,188
2,7,19,190
2,7,20,225
2,7,21,229
2,7,22,241
2,7,23,264
2,7,24,269
2,7,25,293
2,7,26,345
2,7,27,380
2,7,28,389
2,7,29,426
2,7,30,439
2,7,31,447
2,7,32,465
2,7,33,471
2,7,34,497
2,7,35,498
2,7,36,512
2,7,37,529
2,7,38,564
2,7,39,568
2,7,40,575
2,7,41,578
2,7,42,584
2,7,43,587
2,7,44,605
2,7,45,617
2,7,46,622
2,7,47,623
2,7,48,633
2,7,49,662
2,7,50,665
2,7,51,687
2,7,52,703
2,7,53,731
2,7,54,734
2,7,55,751
2,7,56,769
2,7,57,772
2,7,58,776
2,7,59,779
2,7,60,810
2,7,61,828
2,7,62,831
2,7,63,844
2,7,64,887
2,7,65,891
2,7,66,899
2,7,67,917
2,7,68,938
2,7,69,954
2,7,70,956
2,7,71,967
2,7,72,974
2,7,73,981
2,7,74,1006
2,7,75,1042
2,7,76,1053
2,7,77,1057
2,7,78,1059
2,7,79,1068
2,7,80,1069
2,7,81,1075
2,7,82,1107
2,7,83,1115
2,7,84,1116
2,7,85,1122
2,7,86,1138
2,7,87,1179
2,7,88,1180
2,7,89,1193
2,7,90,1217
2,7,91,1220
2,7,92,1231
2,7,93,1253
2,7,94,1266
2,7,95,1272
2,7,96,1274
2,7,97,1321
2,7,98,1323
2,7,99,1352
2,7,100,1360
2,7,101,1364
2,7,102,1369
2,7,103,1424
2,7,104,1439
2,7,105,1444
2,7,106,1467
2,7,107,1471
2,7,108,1473
2,7,109,1481
2,7,110,1493
2,7,111,1494
2,7,112,1501
2,7,113,1509
2,7,114,1541
2,7,115,1543
2,7,116,1598
2,7,117,1608
2,7,118,1620
2,7,119,1630
2,7,120,1662
2,7,121,1679
2,7,122,1692
2,7,123,1713
2,7,124,1725
2,7,125,1735
2,7,126,1738
2,7,127,1743
2,7,128,1745
2,7,129,1761
2,7,130,1763
2,7,131,1768
2,7,132,1787
2,7,133,1788
2,7,134,1799
2,7,135,1814
2,7,136,1819
2,7,137,1828
2,7,138,1837
2,7,139,1845
2,7,140,1851
2,7,141,1856
2,7,142,1904
2,7,143,1910
