origem,destino,classe,periodo,demanda
1,2,5,4,51
1,2,5,5,36
1,2,5,6,2
1,2,5,7,73
1,2,5,8,91
1,2,5,9,54
1,2,5,10,21
1,2,5,11,50
1,2,5,12,19
1,2,5,13,53
1,2,5,14,61
1,2,5,15,20
1,2,5,16,22
1,2,5,17,12
1,2,5,18,42
1,2,5,19,55
1,2,5,20,76
1,2,5,21,56
1,2,5,22,52
1,2,5,23,70
1,2,5,24,13
1,2,5,25,63
1,2,5,26,94
1,2,5,27,60
1,2,5,28,34
1,2,5,29,85
1,2,5,30,11
1,2,5,31,69
1,2,5,32,29
1,2,5,33,7
1,2,5,34,91
1,2,5,35,82
1,2,5,36,44
1,2,5,37,99
1,2,5,38,21
1,2,5,39,76
1,2,5,40,78
1,2,5,41,42
1,2,5,42,69
1,2,5,43,60
1,2,5,44,37
1,2,5,45,31
1,2,5,46,59
1,2,5,47,59
1,2,5,48,73
1,2,5,49,11
1,2,5,50,26
1,2,5,51,94
1,2,5,52,83
1,2,5,53,20
1,2,5,54,10
1,2,5,55,48
1,2,5,56,1
1,2,5,57,9
1,2,5,58,24
1,2,5,59,55
1,2,5,60,80
1,2,6,1,64
1,2,6,2,24
1,2,6,3,17
1,2,6,4,7
1,2,6,5,60
1,2,6,6,2
1,2,6,7,79
1,2,6,8,71
1,2,6,9,73
1,2,6,10,89
1,2,6,11,78
1,2,6,12,39
1,2,6,13,99
1,2,6,14,55
1,2,6,15,28
1,2,6,16,12
1,2,6,17,3
1,2,6,18,85
1,2,6,19,34
1,2,6,20,93
1,2,6,21,82
1,2,6,22,83
1,2,6,23,32
1,2,6,24,32
1,2,6,25,77
1,2,6,26,38
1,2,6,27,94
1,2,6,28,10
1,2,6,29,53
1,2,6,30,33
1,2,6,31,36
1,2,6,32,45
1,2,6,33,51
1,2,6,34,33
1,2,6,35,4
1,2,6,36,40
1,2,6,37,81
1,2,6,38,33
1,2,6,39,72
1,2,6,40,75
1,2,6,41,16
1,2,6,42,34
1,2,6,43,39
1,2,6,44,81
1,2,6,45,2
1,2,6,46,65
1,2,6,47,94
1,2,6,48,60
1,2,6,49,71
1,2,6,50,57
1,2,6,51,70
1,2,6,52,26
1,2,6,53,86
1,2,6,54,92
1,2,6,55,19
1,2,6,56,28
1,2,6,57,50
1,2,6,58,44
1,2,6,59,97
1,2,6,60,19
1,2,7,1,13
1,2,7,2,44
1,2,7,3,2
1,2,7,4,97
1,2,7,5,64
1,2,7,6,47
1,2,7,7,72
1,2,7,8,42
1,2,7,9,62
1,2,7,10,28
1,2,7,11,29
1,2,7,12,34
1,2,7,13,50
1,2,7,14,67
1,2,7,15,71
1,2,7,16,36
1,2,7,17,51
1,2,7,18,5
1,2,7,19,38
1,2,7,20,62
1,2,7,21,61
1,2,7,22,58
1,2,7,23,75
1,2,7,24,57
1,2,7,25,39
1,2,7,26,88
1,2,7,27,37
1,2,7,28,10
1,2,7,29,88
1,2,7,30,4
1,2,7,31,27
1,2,7,32,95
1,2,7,33,78
1,2,7,34,64
1,2,7,35,26
1,2,7,36,85
1,2,7,37,98
1,2,7,38,90
1,2,7,39,66
1,2,7,40,79
1,2,7,41,29
1,2,7,42,52
1,2,7,43,23
1,2,7,44,57
1,2,7,45,61
1,2,7,46,1
1,2,7,47,14
1,2,7,48,95
1,2,7,49,24
1,2,7,50,47
1,2,7,51,55
1,2,7,52,53
1,2,7,53,90
1,2,7,54,62
1,2,7,55,24
1,2,7,56,8
1,2,7,57,58
1,2,7,58,65
1,2,7,59,34
1,2,7,60,39
1,2,8,1,21
1,2,8,2,11
1,2,8,3,32
1,2,8,4,76
1,2,8,5,90
1,2,8,6,6
1,2,8,7,75
1,2,8,8,18
1,2,8,9,22
1,2,8,10,73
1,2,8,11,89
1,2,8,12,79
1,2,8,13,57
1,2,8,14,88
1,2,8,15,69
1,2,8,16,5
1,2,8,17,88
1,2,8,18,21
1,2,8,19,29
1,2,8,20,60
1,2,8,21,94
1,2,8,22,24
1,2,8,23,63
1,2,8,24,63
1,2,8,25,8
1,2,8,26,40
1,2,8,27,18
1,2,8,28,69
1,2,8,29,76
1,2,8,30,2
1,2,8,31,6
1,2,8,32,39
1,2,8,33,49
1,2,8,34,83
1,2,8,35,67
1,2,8,36,58
1,2,8,37,39
1,2,8,38,31
1,2,8,39,74
1,2,8,40,77
1,2,8,41,58
1,2,8,42,97
1,2,8,43,2
1,2,8,44,2
1,2,8,45,86
1,2,8,46,65
1,2,8,47,59
1,2,8,48,64
1,2,8,49,84
1,2,8,50,72
1,2,8,51,72
1,2,8,52,50
1,2,8,53,61
1,2,8,54,10
1,2,8,55,99
1,2,8,56,4
1,2,8,57,11
1,2,8,58,50
1,2,8,59,46
1,2,8,60,91
1,2,9,1,52
1,2,9,2,70
1,2,9,3,4
1,2,9,4,54
1,2,9,5,93
1,2,9,6,40
1,2,9,7,40
1,2,9,8,56
1,2,9,9,31
1,2,9,10,73
1,2,9,11,44
1,2,9,12,78
1,2,9,13,46
1,2,9,14,60
1,2,9,15,80
1,2,9,16,8
1,2,9,17,9
1,2,9,18,19
1,2,9,19,21
1,2,9,20,34
1,2,9,21,72
1,2,9,22,63
1,2,9,23,83
1,2,9,24,85
1,2,9,25,81
1,2,9,26,50
1,2,9,27,79
1,2,9,28,25
1,2,9,29,14
1,2,9,30,32
1,2,9,31,55
1,2,9,32,72
1,2,9,33,54
1,2,9,34,33
1,2,9,35,5
1,2,9,36,28
1,2,9,37,34
1,2,9,38,35
1,2,9,39,84
1,2,9,40,42
1,2,9,41,4
1,2,9,42,87
1,2,9,43,17
1,2,9,44,58
1,2,9,45,35
1,2,9,46,69
1,2,9,47,73
1,2,9,48,10
1,2,9,49,33
1,2,9,50,80
1,2,9,51,49
1,2,9,52,87
1,2,9,53,77
1,2,9,54,75
1,2,9,55,99
1,2,9,56,54
1,2,9,57,96
1,2,9,58,37
1,2,9,59,14
1,2,9,60,38
1,2,10,1,20
1,2,10,2,72
1,2,10,3,17
1,2,10,4,12
1,2,10,5,19
1,2,10,6,76
1,2,10,7,53
1,2,10,8,86
1,2,10,9,73
1,2,10,10,94
1,2,10,11,13
1,2,10,12,71
1,2,10,13,45
1,2,10,14,16
1,2,10,15,49
1,2,10,16,40
1,2,10,17,19
1,2,10,18,46
1,2,10,19,52
1,2,10,20,48
1,2,10,21,49
1,2,10,22,53
1,2,10,23,56
1,2,10,24,97
1,2,10,25,1
1,2,10,26,42
1,2,10,27,77
1,2,10,28,24
1,2,10,29,2
1,2,10,30,39
1,2,10,31,65
1,2,10,32,31
1,2,10,33,46
1,2,10,34,17
1,2,10,35,4
1,2,10,36,95
1,2,10,37,6
1,2,10,38,64
1,2,10,39,74
1,2,10,40,44
1,2,10,41,13
1,2,10,42,29
1,2,10,43,57
1,2,10,44,84
1,2,10,45,14
1,2,10,46,95
1,2,10,47,36
1,2,10,48,31
1,2,10,49,75
1,2,10,50,76
1,2,10,51,49
1,2,10,52,42
1,2,10,53,86
1,2,10,54,68
1,2,10,55,37
1,2,10,56,14
1,2,10,57,29
1,2,10,58,55
1,2,10,59,53
1,2,10,60,12
1,2,11,1,25
1,2,11,2,3
1,2,11,3,94
1,2,11,4,56
1,2,11,5,66
1,2,11,6,44
1,2,11,7,65
1,2,11,8,9
1,2,11,9,48
1,2,11,10,59
1,2,11,11,77
1,2,11,12,26
1,2,11,13,61
1,2,11,14,53
1,2,11,15,18
1,2,11,16,59
1,2,11,17,94
1,2,11,18,66
1,2,11,19,97
1,2,11,20,47
1,2,11,21,74
1,2,11,22,25
1,2,11,23,39
1,2,11,24,52
1,2,11,25,60
1,2,11,26,95
1,2,11,27,74
1,2,11,28,12
1,2,11,29,79
1,2,11,30,52
1,2,11,31,43
1,2,11,32,72
1,2,11,33,10
1,2,11,34,6
1,2,11,35,77
1,2,11,36,48
1,2,11,37,43
1,2,11,38,78
1,2,11,39,90
1,2,11,40,70
1,2,11,41,95
1,2,11,42,25
1,2,11,43,40
1,2,11,44,96
1,2,11,45,87
1,2,11,46,71
1,2,11,47,96
1,2,11,48,47
1,2,11,49,75
1,2,11,50,32
1,2,11,51,35
1,2,11,52,41
1,2,11,53,36
1,2,11,54,50
1,2,11,55,90
1,2,11,56,97
1,2,11,57,49
1,2,11,58,87
1,2,11,59,92
1,2,11,60,97
1,2,12,1,27
1,2,12,2,78
1,2,12,3,30
1,2,12,4,22
1,2,12,5,77
1,2,12,6,5
1,2,12,7,9
1,2,12,8,87
1,2,12,9,32
1,2,12,10,74
1,2,12,11,40
1,2,12,12,46
1,2,12,13,81
1,2,12,14,84
1,2,12,15,96
1,2,12,16,48
1,2,12,17,4
1,2,12,18,8
1,2,12,19,69
1,2,12,20,95
1,2,12,21,47
1,2,12,22,49
1,2,12,23,91
1,2,12,24,45
1,2,12,25,71
1,2,12,26,83
1,2,12,27,40
1,2,12,28,64
1,2,12,29,2
1,2,12,30,19
1,2,12,31,75
1,2,12,32,32
1,2,12,33,15
1,2,12,34,41
1,2,12,35,1
1,2,12,36,6
1,2,12,37,48
1,2,12,38,97
1,2,12,39,49
1,2,12,40,77
1,2,12,41,16
1,2,12,42,81
1,2,12,43,53
1,2,12,44,47
1,2,12,45,92
1,2,12,46,78
1,2,12,47,99
1,2,12,48,70
1,2,12,49,83
1,2,12,50,62
1,2,12,51,72
1,2,12,52,44
1,2,12,53,27
1,2,12,54,53
1,2,12,55,72
1,2,12,56,74
1,2,12,57,16
1,2,12,58,99
1,2,12,59,27
1,2,12,60,59
1,2,13,1,29
1,2,13,2,99
1,2,13,3,83
1,2,13,4,42
1,2,13,5,78
1,2,13,6,35
1,2,13,7,65
1,2,13,8,93
1,2,13,9,85
1,2,13,10,69
1,2,13,11,60
1,2,13,12,59
1,2,13,13,86
1,2,13,14,34
1,2,13,15,83
1,2,13,16,20
1,2,13,17,54
1,2,13,18,96
1,2,13,19,64
1,2,13,20,66
1,2,13,21,38
1,2,13,22,5
1,2,13,23,55
1,2,13,24,78
1,2,13,25,96
1,2,13,26,80
1,2,13,27,23
1,2,13,28,59
1,2,13,29,49
1,2,13,30,83
1,2,13,31,24
1,2,13,32,26
1,2,13,33,41
1,2,13,34,57
1,2,13,35,22
1,2,13,36,43
1,2,13,37,66
1,2,13,38,40
1,2,13,39,41
1,2,13,40,67
1,2,13,41,91
1,2,13,42,92
1,2,13,43,5
1,2,13,44,76
1,2,13,45,95
1,2,13,46,25
1,2,13,47,25
1,2,13,48,66
1,2,13,49,96
1,2,13,50,86
1,2,13,51,92
1,2,13,52,87
1,2,13,53,95
1,2,13,54,23
1,2,13,55,13
1,2,13,56,52
1,2,13,57,29
1,2,13,58,99
1,2,13,59,60
1,2,13,60,3
1,2,14,1,16
1,2,14,2,42
1,2,14,3,1
1,2,14,4,88
1,2,14,5,48
1,2,14,6,35
1,2,14,7,85
1,2,14,8,43
1,2,14,9,6
1,2,14,10,35
1,2,14,11,57
1,2,14,12,74
1,2,14,13,46
1,2,14,14,90
1,2,14,15,51
1,2,14,16,21
1,2,14,17,64
1,2,14,18,92
1,2,14,19,58
1,2,14,20,13
1,2,14,21,49
1,2,14,22,12
1,2,14,23,38
1,2,14,24,35
1,2,14,25,11
1,2,14,26,69
1,2,14,27,7
1,2,14,28,73
1,2,14,29,99
1,2,14,30,60
1,2,14,31,30
1,2,14,32,65
1,2,14,33,21
1,2,14,34,99
1,2,14,35,31
1,2,14,36,15
1,2,14,37,34
1,2,14,38,49
1,2,14,39,90
1,2,14,40,81
1,2,14,41,87
1,2,14,42,38
1,2,14,43,80
1,2,14,44,59
1,2,14,45,31
1,2,14,46,48
1,2,14,47,81
1,2,14,48,32
1,2,14,49,40
1,2,14,50,21
1,2,14,51,75
1,2,14,52,7
1,2,14,53,60
1,2,14,54,46
1,2,14,55,66
1,2,14,56,83
1,2,14,57,3
1,2,14,58,9
1,2,14,59,51
1,2,14,60,26
1,2,15,1,11
1,2,15,2,96
1,2,15,3,96
1,2,15,4,67
1,2,15,5,28
1,2,15,6,10
1,2,15,7,44
1,2,15,8,94
1,2,15,9,35
1,2,15,10,81
1,2,15,11,98
1,2,15,12,40
1,2,15,13,75
1,2,15,14,13
1,2,15,15,99
1,2,15,16,90
1,2,15,17,24
1,2,15,18,67
1,2,15,19,66
1,2,15,20,83
1,2,15,21,50
1,2,15,22,98
1,2,15,23,57
1,2,15,24,39
1,2,15,25,78
1,2,15,26,89
1,2,15,27,43
1,2,15,28,45
1,2,15,29,3
1,2,15,30,69
1,2,15,31,89
1,2,15,32,63
1,2,15,33,68
1,2,15,34,28
1,2,15,35,49
1,2,15,36,63
1,2,15,37,52
1,2,15,38,96
1,2,15,39,61
1,2,15,40,1
1,2,15,41,80
1,2,15,42,55
1,2,15,43,43
1,2,15,44,98
1,2,15,45,49
1,2,15,46,71
1,2,15,47,67
1,2,15,48,3
1,2,15,49,13
1,2,15,50,33
1,2,15,51,56
1,2,15,52,51
1,2,15,53,47
1,2,15,54,82
1,2,15,55,68
1,2,15,56,52
1,2,15,57,5
1,2,15,58,63
1,2,15,59,68
1,2,15,60,8
1,2,16,1,4
1,2,16,2,78
1,2,16,3,55
1,2,16,4,75
1,2,16,5,13
1,2,16,6,26
1,2,16,7,64
1,2,16,8,34
1,2,16,9,21
1,2,16,10,83
1,2,16,11,91
1,2,16,12,87
1,2,16,13,18
1,2,16,14,9
1,2,16,15,6
1,2,16,16,16
1,2,16,17,2
1,2,16,18,22
1,2,16,19,68
1,2,16,20,96
1,2,16,21,60
1,2,16,22,18
1,2,16,23,33
1,2,16,24,79
1,2,16,25,33
1,2,16,26,85
1,2,16,27,13
1,2,16,28,73
1,2,16,29,32
1,2,16,30,83
1,2,16,31,48
1,2,16,32,79
1,2,16,33,54
1,2,16,34,22
1,2,16,35,15
1,2,16,36,53
1,2,16,37,82
1,2,16,38,45
1,2,16,39,79
1,2,16,40,35
1,2,16,41,36
1,2,16,42,10
1,2,16,43,58
1,2,16,44,8
1,2,16,45,84
1,2,16,46,29
1,2,16,47,72
1,2,16,48,76
1,2,16,49,26
1,2,16,50,73
1,2,16,51,61
1,2,16,52,94
1,2,16,53,46
1,2,16,54,78
1,2,16,55,75
1,2,16,56,34
1,2,16,57,45
1,2,16,58,6
1,2,16,59,66
1,2,16,60,51
1,2,17,1,75
1,2,17,2,41
1,2,17,3,49
1,2,17,4,75
1,2,17,5,59
1,2,17,6,57
1,2,17,7,16
1,2,17,8,76
1,2,17,9,51
1,2,17,10,17
1,2,17,11,78
1,2,17,12,65
1,2,17,13,82
1,2,17,14,37
1,2,17,15,99
1,2,17,16,7
1,2,17,17,56
1,2,17,18,44
1,2,17,19,19
1,2,17,20,37
1,2,17,21,74
1,2,17,22,67
1,2,17,23,55
1,2,17,24,24
1,2,17,25,13
1,2,17,26,27
1,2,17,27,12
1,2,17,28,29
1,2,17,29,77
1,2,17,30,25
1,2,17,31,33
1,2,17,32,31
1,2,17,33,65
1,2,17,34,8
1,2,17,35,76
1,2,17,36,10
1,2,17,37,8
1,2,17,38,73
1,2,17,39,27
1,2,17,40,83
1,2,17,41,76
1,2,17,42,18
1,2,17,43,97
1,2,17,44,4
1,2,17,45,40
1,2,17,46,10
1,2,17,47,20
1,2,17,48,21
1,2,17,49,40
1,2,17,50,27
1,2,17,51,55
1,2,17,52,83
1,2,17,53,32
1,2,17,54,88
1,2,17,55,75
1,2,17,56,77
1,2,17,57,62
1,2,17,58,28
1,2,17,59,4
1,2,17,60,88
1,2,18,1,1
1,2,18,2,93
1,2,18,3,60
1,2,18,4,42
1,2,18,5,2
1,2,18,6,37
1,2,18,7,96
1,2,18,8,78
1,2,18,9,27
1,2,18,10,95
1,2,18,11,61
1,2,18,12,50
1,2,18,13,54
1,2,18,14,57
1,2,18,15,32
1,2,18,16,87
1,2,18,17,60
1,2,18,18,46
1,2,18,19,78
1,2,18,20,63
1,2,18,21,55
1,2,18,22,73
1,2,18,23,54
1,2,18,24,34
1,2,18,25,23
1,2,18,26,36
1,2,18,27,25
1,2,18,28,68
1,2,18,29,94
1,2,18,30,57
1,2,18,31,57
1,2,18,32,53
1,2,18,33,33
1,2,18,34,95
1,2,18,35,39
1,2,18,36,19
1,2,18,37,5
1,2,18,38,37
1,2,18,39,61
1,2,18,40,78
1,2,18,41,18
1,2,18,42,68
1,2,18,43,4
1,2,18,44,68
1,2,18,45,12
1,2,18,46,58
1,2,18,47,62
1,2,18,48,57
1,2,18,49,16
1,2,18,50,37
1,2,18,51,83
1,2,18,52,64
1,2,18,53,49
1,2,18,54,61
1,2,18,55,17
1,2,18,56,37
1,2,18,57,33
1,2,18,58,46
1,2,18,59,20
1,2,18,60,36
1,2,19,1,11
1,2,19,2,47
1,2,19,3,33
1,2,19,4,98
1,2,19,5,60
1,2,19,6,21
1,2,19,7,66
1,2,19,8,90
1,2,19,9,8
1,2,19,10,26
1,2,19,11,7
1,2,19,12,74
1,2,19,13,75
1,2,19,14,98
1,2,19,15,28
1,2,19,16,52
1,2,19,17,27
1,2,19,18,26
1,2,19,19,42
1,2,19,20,57
1,2,19,21,80
1,2,19,22,73
1,2,19,23,57
1,2,19,24,55
1,2,19,25,59
1,2,19,26,70
1,2,19,27,59
1,2,19,28,52
1,2,19,29,54
1,2,19,30,28
1,2,19,31,53
1,2,19,32,36
1,2,19,33,73
1,2,19,34,87
1,2,19,35,11
1,2,19,36,89
1,2,19,37,85
1,2,19,38,97
1,2,19,39,72
1,2,19,40,71
1,2,19,41,18
1,2,19,42,66
1,2,19,43,82
1,2,19,44,16
1,2,19,45,34
1,2,19,46,83
1,2,19,47,34
1,2,19,48,76
1,2,19,49,36
1,2,19,50,3
1,2,19,51,4
1,2,19,52,47
1,2,19,53,95
1,2,19,54,9
1,2,19,55,81
1,2,19,56,99
1,2,19,57,29
1,2,19,58,16
1,2,19,59,27
1,2,19,60,72
1,2,20,1,66
1,2,20,2,62
1,2,20,3,33
1,2,20,4,40
1,2,20,5,43
1,2,20,6,6
1,2,20,7,5
1,2,20,8,3
1,2,20,9,55
1,2,20,10,67
1,2,20,11,60
1,2,20,12,19
1,2,20,13,36
1,2,20,14,39
1,2,20,15,72
1,2,20,16,47
1,2,20,17,71
1,2,20,18,56
1,2,20,19,72
1,2,20,20,65
1,2,20,21,30
1,2,20,22,1
1,2,20,23,79
1,2,20,24,23
1,2,20,25,29
1,2,20,26,54
1,2,20,27,80
1,2,20,28,10
1,2,20,29,94
1,2,20,30,21
1,2,20,31,71
1,2,20,32,34
1,2,20,33,36
1,2,20,34,36
1,2,20,35,49
1,2,20,36,34
1,2,20,37,58
1,2,20,38,33
1,2,20,39,71
1,2,20,40,77
1,2,20,41,39
1,2,20,42,22
1,2,20,43,3
1,2,20,44,70
1,2,20,45,41
1,2,20,46,96
1,2,20,47,74
1,2,20,48,62
1,2,20,49,34
1,2,20,50,50
1,2,20,51,21
1,2,20,52,50
1,2,20,53,22
1,2,20,54,19
1,2,20,55,79
1,2,20,56,28
1,2,20,57,75
1,2,20,58,1
1,2,20,59,35
1,2,20,60,33
1,2,21,1,98
1,2,21,2,36
1,2,21,3,15
1,2,21,4,47
1,2,21,5,1
1,2,21,6,13
1,2,21,7,30
1,2,21,8,92
1,2,21,9,48
1,2,21,10,96
1,2,21,11,93
1,2,21,12,62
1,2,21,13,47
1,2,21,14,59
1,2,21,15,9
1,2,21,16,21
1,2,21,17,77
1,2,21,18,22
1,2,21,19,14
1,2,21,20,76
1,2,21,21,5
1,2,21,22,80
1,2,21,23,22
1,2,21,24,33
1,2,21,25,57
1,2,21,26,38
1,2,21,27,44
1,2,21,28,17
1,2,21,29,77
1,2,21,30,91
1,2,21,31,66
1,2,21,32,4
1,2,21,33,67
1,2,21,34,73
1,2,21,35,65
1,2,21,36,74
1,2,21,37,18
1,2,21,38,15
1,2,21,39,50
1,2,21,40,3
1,2,21,41,40
1,2,21,42,26
1,2,21,43,98
1,2,21,44,71
1,2,21,45,80
1,2,21,46,80
1,2,21,47,83
1,2,21,48,83
1,2,21,49,13
1,2,21,50,90
1,2,21,51,90
1,2,21,52,96
1,2,21,53,87
1,2,21,54,88
1,2,21,55,78
1,2,21,56,57
1,2,21,57,72
1,2,21,58,31
1,2,21,59,55
1,2,21,60,41
1,2,22,1,83
1,2,22,2,17
1,2,22,3,8
1,2,22,4,25
1,2,22,5,34
1,2,22,6,63
1,2,22,7,27
1,2,22,8,54
1,2,22,9,88
1,2,22,10,9
1,2,22,11,79
1,2,22,12,45
1,2,22,13,87
1,2,22,14,48
1,2,22,15,7
1,2,22,16,2
1,2,22,17,77
1,2,22,18,27
1,2,22,19,45
1,2,22,20,20
1,2,22,21,56
1,2,22,22,47
1,2,22,23,42
1,2,22,24,2
1,2,22,25,23
1,2,22,26,38
1,2,22,27,27
1,2,22,28,55
1,2,22,29,19
1,2,22,30,61
1,2,22,31,98
1,2,22,32,4
1,2,22,33,71
1,2,22,34,90
1,2,22,35,91
1,2,22,36,46
1,2,22,37,85
1,2,22,38,64
1,2,22,39,63
1,2,22,40,70
1,2,22,41,55
1,2,22,42,30
1,2,22,43,43
1,2,22,44,18
1,2,22,45,7
1,2,22,46,74
1,2,22,47,37
1,2,22,48,75
1,2,22,49,45
1,2,22,50,39
1,2,22,51,97
1,2,22,52,6
1,2,22,53,35
1,2,22,54,38
1,2,22,55,93
1,2,22,56,59
1,2,22,57,6
1,2,22,58,67
1,2,22,59,65
1,2,22,60,40
1,2,23,1,78
1,2,23,2,15
1,2,23,3,3
1,2,23,4,68
1,2,23,5,71
1,2,23,6,25
1,2,23,7,88
1,2,23,8,84
1,2,23,9,92
1,2,23,10,95
1,2,23,11,58
1,2,23,12,59
1,2,23,13,56
1,2,23,14,41
1,2,23,15,46
1,2,23,16,92
1,2,23,17,88
1,2,23,18,58
1,2,23,19,94
1,2,23,20,49
1,2,23,21,38
1,2,23,22,7
1,2,23,23,76
1,2,23,24,64
1,2,23,25,73
1,2,23,26,14
1,2,23,27,96
1,2,23,28,69
1,2,23,29,19
1,2,23,30,52
1,2,23,31,15
1,2,23,32,69
1,2,23,33,72
1,2,23,34,79
1,2,23,35,58
1,2,23,36,67
1,2,23,37,29
1,2,23,38,17
1,2,23,39,69
1,2,23,40,90
1,2,23,41,39
1,2,23,42,49
1,2,23,43,92
1,2,23,44,49
1,2,23,45,61
1,2,23,46,56
1,2,23,47,59
1,2,23,48,61
1,2,23,49,71
1,2,23,50,55
1,2,23,51,26
1,2,23,52,65
1,2,23,53,45
1,2,23,54,13
1,2,23,55,36
1,2,23,56,72
1,2,23,57,32
1,2,23,58,5
1,2,23,59,89
1,2,23,60,25
1,2,24,1,26
1,2,24,2,68
1,2,24,3,52
1,2,24,4,13
1,2,24,5,36
1,2,24,6,7
1,2,24,7,73
1,2,24,8,87
1,2,24,9,39
1,2,24,10,8
1,2,24,11,90
1,2,24,12,67
1,2,24,13,86
1,2,24,14,18
1,2,24,15,22
1,2,24,16,62
