Origin,Destination,Vagon,Class,DBD,Bookings
S27,S46,Z,8,20,1
S27,S8,Z,1,2,1
S27,S8,Z,3,9,2
S29,S16,Z,5,7,1
S29,S25,P,1,0,1
S29,S25,Z,4,1,1
S29,S26,Z,8,53,1
S29,S36,P,1,0,1
S29,S36,Z,5,8,1
S29,S36,Z,5,10,1
S29,S5,Z,6,1,1
S29,S5,Z,6,3,1
S29,S51,Z,7,22,1
S29,S8,Z,8,17,1
S30,S16,P,1,5,1
S30,S25,P,1,4,1
S30,S25,Z,4,15,2
S30,S31,Z,7,38,1
S30,S36,Z,4,0,2
S30,S36,Z,4,14,1
S30,S39,Z,4,24,2
S30,S5,Z,4,1,1
S30,S5,Z,7,35,2
S30,S5,Z,7,43,1
S30,S8,Z,7,38,2
S30,S8,Z,8,85,4
S30,S9,Z,7,46,1
S31,S16,P,1,0,1
S31,S16,P,2,1,1
S31,S16,P,2,2,1
S31,S16,P,3,9,1
S31,S16,Z,3,0,3
S31,S16,Z,5,1,1
S31,S16,Z,5,9,1
S31,S16,Z,5,19,1
S31,S16,Z,6,3,1
S31,S16,Z,6,9,1
S31,S16,Z,7,29,2
S31,S16,Z,8,16,1
S31,S16,Z,8,52,1
S31,S16,Z,8,77,1
S31,S16,Z,8,99,1
S31,S25,P,1,0,1
S31,S25,P,2,0,1
S31,S25,P,3,7,1
S31,S25,P,4,4,1
S31,S25,P,6,24,1
S31,S25,Z,1,0,1
S31,S25,Z,2,0,2
S31,S25,Z,3,0,4
S31,S25,Z,3,1,1
S31,S25,Z,3,2,3
S31,S25,Z,4,1,3
S31,S25,Z,4,2,2
S31,S25,Z,4,6,1
S31,S25,Z,5,3,2
S31,S25,Z,5,8,1
S31,S25,Z,5,11,1
S31,S25,Z,6,3,1
S31,S25,Z,6,8,1
S31,S25,Z,7,15,1
S31,S25,Z,7,23,1
S31,S25,Z,7,25,3
S31,S25,Z,7,27,2
S31,S25,Z,7,29,1
S31,S25,Z,7,30,1
S31,S25,Z,8,20,1
S31,S25,Z,8,42,2
S31,S25,Z,8,74,2
S31,S25,Z,8,90,2
S31,S26,P,2,0,1
S31,S26,P,2,3,1
S31,S26,P,4,1,1
S31,S26,Z,2,0,1
S31,S26,Z,4,1,1
S31,S26,Z,4,2,1
S31,S26,Z,6,3,1
S31,S26,Z,7,31,2
S31,S26,Z,8,20,2
S31,S26,Z,8,33,2
S31,S29,Z,3,0,1
S31,S29,Z,3,2,1
S31,S29,Z,5,13,1
S31,S29,Z,5,16,1
S31,S32,Z,2,0,2
S31,S32,Z,4,2,1
S31,S32,Z,4,4,1
S31,S32,Z,5,1,1
S31,S32,Z,6,12,1
S31,S36,P,1,0,1
S31,S36,P,3,1,1
S31,S36,P,3,9,1
S31,S36,P,5,12,1
S31,S36,P,6,22,1
S31,S36,P,6,24,1
S31,S36,P,8,40,1
S31,S36,Z,1,0,1
S31,S36,Z,1,2,1
S31,S36,Z,2,0,2
S31,S36,Z,3,0,7
S31,S36,Z,3,5,2
S31,S36,Z,4,1,1
S31,S36,Z,4,2,4
S31,S36,Z,5,5,1
S31,S36,Z,5,13,1
S31,S36,Z,5,22,3
S31,S36,Z,6,1,1
S31,S36,Z,7,15,1
S31,S36,Z,7,16,2
S31,S36,Z,7,24,1
S31,S36,Z,7,31,1
S31,S36,Z,8,16,1
S31,S36,Z,8,20,3
S31,S36,Z,8,37,4
S31,S36,Z,8,45,2
S31,S36,Z,8,305,1
S31,S39,P,1,0,1
S31,S39,Z,2,0,1
S31,S39,Z,4,16,2
S31,S39,Z,5,1,5
S31,S39,Z,5,5,1
S31,S39,Z,5,8,2
S31,S39,Z,6,11,1
S31,S39,Z,7,14,1
S31,S39,Z,7,17,1
S31,S39,Z,8,36,1
S31,S39,Z,8,49,1
S31,S39,Z,8,79,2
S31,S43,Z,2,0,1
S31,S43,Z,6,1,2
S31,S5,P,1,0,2
S31,S5,P,3,7,1
S31,S5,Z,2,0,1
S31,S5,Z,3,0,3
S31,S5,Z,3,2,1
S31,S5,Z,4,1,1
S31,S5,Z,5,7,2
S31,S5,Z,5,12,1
S31,S5,Z,5,13,1
S31,S5,Z,6,3,1
S31,S5,Z,6,7,1
S31,S5,Z,6,8,1
S31,S5,Z,7,14,1
S31,S5,Z,7,30,1
S31,S5,Z,8,20,3
S31,S5,Z,8,28,1
S31,S5,Z,8,32,3
S31,S5,Z,8,35,1
S31,S5,Z,8,37,1
S31,S5,Z,8,43,1
S31,S5,Z,8,50,2
S31,S5,Z,8,51,1
S31,S5,Z,8,58,1
S31,S5,Z,8,68,1
S31,S51,P,2,2,1
S31,S51,Z,4,4,1
S31,S51,Z,5,9,1
S31,S51,Z,5,10,1
S31,S51,Z,8,20,1
S31,S51,Z,8,65,1
S31,S8,P,1,0,1
S31,S8,P,4,4,1
S31,S8,P,4,9,1
S31,S8,P,6,24,1
S31,S8,P,8,32,2
S31,S8,P,8,40,1
S31,S8,Z,1,2,1
S31,S8,Z,3,0,2
S31,S8,Z,3,2,2
S31,S8,Z,4,0,1
S31,S8,Z,4,1,1
S31,S8,Z,4,4,3
S31,S8,Z,5,1,1
S31,S8,Z,5,5,11
S31,S8,Z,5,7,4
S31,S8,Z,5,8,1
S31,S8,Z,5,9,3
S31,S8,Z,5,11,1
S31,S8,Z,5,13,2
S31,S8,Z,5,19,2
S31,S8,Z,6,1,2
S31,S8,Z,6,3,2
S31,S8,Z,6,5,4
S31,S8,Z,6,12,1
S31,S8,Z,7,14,2
S31,S8,Z,7,17,3
S31,S8,Z,7,28,3
S31,S8,Z,7,30,1
S31,S8,Z,8,20,8
S31,S8,Z,8,21,5
S31,S8,Z,8,31,1
S31,S8,Z,8,32,1
S31,S8,Z,8,33,3
S31,S8,Z,8,34,3
S31,S8,Z,8,35,3
S31,S8,Z,8,36,5
S31,S8,Z,8,37,2
S31,S8,Z,8,38,2
S31,S8,Z,8,39,1
S31,S8,Z,8,40,2
S31,S8,Z,8,44,3
S31,S8,Z,8,65,1
S31,S8,Z,8,86,1
S31,S9,Z,3,0,1
S31,S9,Z,3,1,1
S31,S9,Z,4,4,1
S31,S9,Z,8,51,1
S32,S16,P,6,1,1
S32,S26,Z,6,0,1
S32,S36,Z,6,0,2
S32,S36,Z,8,6,1
S32,S5,P,6,3,1
S32,S5,P,9,0,1
S32,S5,Z,6,0,2
S32,S8,P,5,2,2
S32,S8,Z,7,1,1
S32,S8,Z,8,1,1
S32,S8,Z,8,47,1
S33,S13,Z,1,0,1
S33,S13,Z,1,1,1
S33,S13,Z,2,3,1
S33,S13,Z,2,16,1
S33,S13,Z,3,3,1
S33,S13,Z,3,6,1
S33,S13,Z,3,13,1
S33,S13,Z,3,18,2
S33,S13,Z,6,46,1
S33,S13,Z,6,49,1
S33,S13,Z,6,52,1
S33,S13,Z,7,68,1
S33,S13,Z,8,85,2
S33,S22,Z,1,1,1
S33,S25,P,1,8,1
S33,S25,Z,3,18,1
S33,S25,Z,6,36,3
S33,S29,P,1,3,1
S33,S29,Z,1,1,2
S33,S29,Z,2,0,2
S33,S29,Z,3,7,1
S33,S29,Z,6,42,1
S33,S30,P,1,1,1
S33,S31,P,1,0,1
S33,S31,P,1,9,1
S33,S31,P,3,28,1
S33,S31,P,8,76,1
S33,S31,P,8,80,2
S33,S31,Z,1,0,4
S33,S31,Z,1,1,2
S33,S31,Z,1,2,2
S33,S31,Z,2,2,1
S33,S31,Z,2,5,1
S33,S31,Z,3,7,2
S33,S31,Z,4,3,1
S33,S32,P,7,56,1
S33,S32,Z,6,41,1
S33,S34,Z,1,0,2
S33,S34,Z,1,1,1
S33,S36,Z,3,15,1
S33,S36,Z,3,17,1
S33,S36,Z,3,19,1
S33,S36,Z,4,10,1
S33,S36,Z,5,27,1
S33,S36,Z,5,30,1
S33,S36,Z,5,55,1
S33,S36,Z,7,28,1
S33,S39,Z,3,6,1
S33,S39,Z,4,3,1
S33,S43,Z,1,2,1
S33,S43,Z,3,18,1
S33,S5,Z,6,35,1
S33,S5,Z,7,28,1
S33,S51,Z,2,0,1
S33,S8,P,1,0,1
S33,S8,Z,1,1,2
S33,S8,Z,3,9,1
S33,S9,P,1,1,1
S33,S9,Z,1,1,2
S33,S9,Z,3,7,1
S34,S16,P,1,0,1
S34,S29,Z,2,1,1
S34,S31,P,1,0,1
S34,S31,Z,2,1,1
S34,S31,Z,5,27,1
S34,S32,P,4,15,1
S34,S36,Z,4,4,1
S34,S39,P,8,66,1
S34,S39,Z,8,66,1
S34,S8,P,3,14,1
S34,S8,Z,3,7,1
S36,S39,Z,6,0,3
S36,S39,Z,8,4,1
S36,S5,Z,1,0,6
S36,S5,Z,6,0,3
S36,S5,Z,7,0,14
S36,S5,Z,7,1,2
S36,S5,Z,8,1,3
S36,S5,Z,8,2,3
S36,S5,Z,8,3,1
S36,S5,Z,8,7,1
S36,S5,Z,8,8,5
S36,S5,Z,8,21,1
S36,S8,P,6,0,2
S36,S8,P,6,2,1
S36,S8,P,7,7,1
S36,S8,Z,1,0,3
S36,S8,Z,6,0,5
S36,S8,Z,7,0,3
S36,S8,Z,7,1,3
S36,S8,Z,8,1,2
S36,S8,Z,8,2,4
S36,S8,Z,8,3,1
S36,S8,Z,8,4,2
S36,S8,Z,8,6,1
S36,S8,Z,8,8,1
S36,S8,Z,8,10,2
S36,S8,Z,8,12,1
S36,S8,Z,8,21,1
S4,S19,P,8,85,1
S4,S19,Z,3,24,1
S4,S19,Z,7,61,1
S4,S22,P,1,21,1
S4,S22,Z,1,1,1
S4,S22,Z,1,4,1
S4,S22,Z,2,1,1
S4,S29,Z,2,8,1
S4,S30,Z,3,7,1
S4,S30,Z,3,13,1
S4,S30,Z,3,17,1
S4,S30,Z,6,34,1
S4,S31,P,7,59,5
S4,S31,Z,1,0,5
S4,S31,Z,1,1,4
S4,S31,Z,1,3,2
S4,S31,Z,2,1,2
S4,S31,Z,2,4,3
S4,S31,Z,2,5,1
S4,S31,Z,3,9,2
S4,S31,Z,3,23,1
S4,S31,Z,5,28,1
S4,S31,Z,6,25,1
S4,S31,Z,6,48,1
S4,S33,P,1,1,1
S4,S33,Z,1,0,4
S4,S33,Z,2,0,1
S4,S33,Z,7,32,2
S4,S33,Z,7,33,1
S4,S33,Z,7,35,1
S4,S33,Z,7,37,1
S4,S33,Z,7,38,1
S4,S34,Z,1,0,1
S4,S34,Z,1,1,1
S4,S34,Z,4,7,1
S4,S43,Z,2,8,1
S4,S43,Z,6,36,1
S4,S45,P,7,41,1
S4,S45,Z,1,0,1
S4,S45,Z,1,1,1
S4,S50,Z,1,0,1
S4,S50,Z,7,38,1
S4,S8,Z,3,7,1
S4,S9,P,2,17,2
S40,S10,Z,7,3,3
S40,S14,Z,8,1,1
S40,S14,Z,8,4,1
S40,S2,P,8,28,1
S40,S2,Z,5,0,1
S40,S2,Z,6,2,1
S40,S2,Z,7,7,2
S40,S2,Z,7,9,1
S40,S2,Z,7,10,1
S40,S2,Z,8,32,1
S40,S2,Z,8,134,1
S40,S31,Z,3,12,1
S40,S31,Z,4,26,1
S40,S31,Z,8,81,2
S40,S31,Z,8,85,3
S40,S33,Z,4,14,1
S40,S33,Z,4,20,1
S40,S33,Z,6,22,3
S40,S33,Z,6,27,1
S40,S4,Z,5,1,1
S40,S4,Z,5,5,1
S40,S4,Z,7,37,1
S40,S4,Z,7,44,1
S40,S4,Z,8,108,1
S40,S46,P,8,23,1
S40,S46,P,8,56,1
S40,S46,Z,5,1,2
S40,S46,Z,5,2,2
S40,S46,Z,6,2,3
S40,S46,Z,6,3,4
S40,S46,Z,6,4,2
S40,S46,Z,7,3,1
S40,S46,Z,7,5,1
S40,S46,Z,7,6,1
S40,S46,Z,8,31,1
S40,S5,Z,7,57,2
S41,S2,P,4,3,1
S41,S2,P,5,4,1
S41,S2,P,7,98,2
S41,S2,Z,1,0,1
S41,S2,Z,1,1,1
S41,S2,Z,1,3,1
S41,S2,Z,6,1,1
S41,S2,Z,6,2,2
S41,S2,Z,6,4,1
S41,S2,Z,7,9,1
S41,S2,Z,7,10,2
S41,S2,Z,8,1,1
S41,S2,Z,8,22,1
S41,S25,Z,1,1,1
S41,S25,Z,3,9,1
S41,S25,Z,5,29,1
S41,S26,Z,3,7,1
S41,S30,Z,6,53,2
S41,S31,P,6,45,2
S41,S31,Z,2,8,1
S41,S31,Z,3,20,1
S41,S31,Z,5,31,2
S41,S31,Z,7,56,2
S41,S31,Z,7,58,2
S41,S31,Z,8,85,5
S41,S32,Z,6,41,1
S41,S33,Z,4,5,1
S41,S33,Z,7,38,1
S41,S33,Z,7,45,1
S41,S4,P,2,1,1
S41,S4,Z,4,0,1
S41,S43,Z,3,11,2
S41,S43,Z,3,17,1
S41,S46,P,4,1,1
S41,S46,P,4,7,1
S41,S46,P,5,2,1
S41,S46,P,5,8,1
S41,S46,Z,1,0,2
S41,S46,Z,5,0,1
S41,S46,Z,5,1,1
S41,S46,Z,6,1,1
S41,S46,Z,6,2,3
S41,S46,Z,6,3,1
S41,S46,Z,6,4,1
S41,S46,Z,6,5,1
S41,S46,Z,7,9,1
S41,S46,Z,7,11,2
S41,S46,Z,7,15,1
S41,S46,Z,8,1,1
S41,S46,Z,8,8,1
S41,S46,Z,8,17,3
S41,S46,Z,8,24,1
S41,S46,Z,8,70,1
S41,S51,P,8,90,1
S43,S16,Z,6,3,1
S43,S16,Z,6,5,1
S43,S25,P,5,10,1
S43,S25,Z,3,0,3
S43,S25,Z,6,7,1
S43,S26,Z,4,1,1
S43,S32,Z,3,0,1
S43,S36,Z,6,2,1
S43,S36,Z,8,28,1
S43,S39,P,1,0,1
S43,S39,Z,6,7,2
S43,S39,Z,6,9,1
S43,S5,P,5,11,1
S43,S5,Z,5,4,1
S43,S5,Z,6,1,1
S43,S5,Z,8,17,1
S43,S51,Z,6,7,1
S43,S8,P,4,9,1
S43,S8,Z,5,4,1
S43,S8,Z,6,2,1
S43,S8,Z,8,15,1
S45,S13,Z,1,1,1
S45,S43,Z,1,0,3
S45,S8,Z,6,35,2
S46,S10,Z,1,6,2
S46,S10,Z,5,1,5
S46,S10,Z,5,2,2
S46,S10,Z,7,13,6
S46,S10,Z,7,16,3
S46,S13,Z,1,3,1
S46,S13,Z,5,30,3
S46,S13,Z,7,65,2
S46,S13,Z,8,81,2
S46,S19,P,5,31,2
S46,S19,Z,1,0,3
S46,S19,Z,1,2,1
S46,S19,Z,2,5,1
S46,S19,Z,2,8,1
S46,S19,Z,3,8,1
S46,S19,Z,3,9,1
S46,S19,Z,4,12,1
S46,S19,Z,6,34,1
S46,S22,Z,1,0,1
S46,S22,Z,1,3,2
S46,S22,Z,2,4,1
S46,S22,Z,2,8,1
S46,S22,Z,3,7,1
S46,S23,Z,5,1,1
S46,S25,Z,1,0,1
S46,S25,Z,5,29,1
S46,S25,Z,5,33,1
S46,S25,Z,7,44,2
S46,S25,Z,7,63,1
S46,S26,Z,6,34,1
S46,S29,P,2,16,1
S46,S29,P,8,85,2
S46,S29,Z,2,6,1
S46,S30,Z,1,2,4
S46,S30,Z,5,27,1
S46,S30,Z,5,64,1
S46,S30,Z,8,79,1
S46,S30,Z,8,85,2
S46,S31,P,1,5,1
S46,S31,P,2,15,1
S46,S31,P,2,17,1
S46,S31,P,3,18,1
S46,S31,P,3,21,1
S46,S31,P,3,26,2
S46,S31,P,3,27,1
S46,S31,P,4,29,1
S46,S31,Z,1,0,11
S46,S31,Z,1,1,11
S46,S31,Z,1,2,2
S46,S31,Z,1,3,13
S46,S31,Z,1,4,1
S46,S31,Z,1,9,1
S46,S31,Z,1,22,1
S46,S31,Z,2,1,1
S46,S31,Z,2,4,7
S46,S31,Z,2,5,4
S46,S31,Z,2,6,4
S46,S31,Z,2,7,7
S46,S31,Z,2,8,3
S46,S31,Z,2,14,1
S46,S31,Z,3,5,1
S46,S31,Z,3,7,5
S46,S31,Z,3,8,1
S46,S31,Z,3,9,1
S46,S31,Z,3,10,1
S46,S31,Z,3,11,3
S46,S31,Z,3,13,2
S46,S31,Z,3,16,1
S46,S31,Z,3,18,2
S46,S31,Z,3,20,1
S46,S31,Z,3,22,1
S46,S31,Z,3,23,2
S46,S31,Z,4,10,2
S46,S31,Z,4,13,1
S46,S31,Z,4,25,4
S46,S31,Z,5,29,1
S46,S31,Z,5,30,2
S46,S31,Z,5,33,3
S46,S31,Z,5,34,4
S46,S31,Z,5,56,2
S46,S31,Z,5,64,1
S46,S31,Z,6,37,5
S46,S31,Z,6,38,1
S46,S31,Z,6,50,2
S46,S31,Z,7,43,1
S46,S31,Z,7,55,1
S46,S31,Z,7,69,2
S46,S31,Z,7,71,1
S46,S31,Z,8,73,2
S46,S31,Z,8,75,1
S46,S31,Z,8,78,2
S46,S31,Z,8,84,3
S46,S31,Z,8,85,34
S46,S33,P,1,13,2
S46,S33,P,1,15,3
S46,S33,P,3,26,1
S46,S33,Z,1,0,6
S46,S33,Z,2,0,1
S46,S33,Z,2,2,2
S46,S33,Z,2,8,1
S46,S33,Z,3,10,1
S46,S33,Z,4,5,1
S46,S33,Z,4,7,2
S46,S33,Z,4,9,1
S46,S33,Z,4,13,1
S46,S33,Z,4,14,3
S46,S33,Z,4,20,3
S46,S33,Z,5,5,1
S46,S33,Z,6,23,1
S46,S33,Z,7,30,1
S46,S33,Z,7,35,2
S46,S33,Z,7,37,1
S46,S33,Z,7,38,2
S46,S33,Z,7,39,2
S46,S33,Z,7,41,1
S46,S33,Z,7,42,1
S46,S33,Z,7,43,1
S46,S33,Z,7,70,1
S46,S33,Z,8,65,1
S46,S34,P,1,3,1
S46,S34,Z,1,0,1
S46,S34,Z,1,2,3
S46,S34,Z,3,11,1
S46,S34,Z,7,45,1
S46,S34,Z,7,63,1
S46,S36,Z,3,15,1
S46,S36,Z,8,91,2
S46,S4,Z,7,11,2
S46,S43,Z,3,17,1
S46,S43,Z,3,18,1
S46,S43,Z,3,21,1
S46,S43,Z,5,30,2
S46,S43,Z,5,31,1
S46,S43,Z,5,32,1
S46,S43,Z,6,36,1
S46,S43,Z,8,79,3
S46,S43,Z,8,142,1
S46,S45,P,3,28,1
S46,S45,P,6,98,1
S46,S45,P,6,162,2
S46,S45,Z,1,1,2
S46,S45,Z,1,3,1
S46,S45,Z,2,2,1
S46,S45,Z,2,4,1
S46,S45,Z,4,9,1
S46,S5,Z,2,4,1
S46,S50,P,1,0,1
S46,S50,Z,2,0,2
S46,S50,Z,8,120,1
S46,S8,Z,2,5,1
S46,S8,Z,3,16,1
S46,S8,Z,8,85,1
S46,S8,Z,8,86,1
S46,S9,Z,2,4,1
S47,S2,Z,1,1,1
S47,S2,Z,1,10,1
S47,S2,Z,5,1,1
S47,S2,Z,7,12,1
S47,S2,Z,8,0,1
S47,S2,Z,8,22,2
S47,S2,Z,8,50,1
S47,S2,Z,8,99,1
S47,S22,Z,3,20,1
S47,S25,Z,5,27,1
S47,S31,P,7,66,2
S47,S31,Z,2,16,1
S47,S31,Z,6,26,1
S47,S31,Z,8,79,2
S47,S31,Z,8,85,1
S47,S33,P,1,7,1
S47,S33,P,1,15,1
S47,S33,P,7,57,1
S47,S33,P,7,126,1
S47,S33,Z,8,64,1
S47,S4,Z,5,10,1
S47,S4,Z,7,23,1
S47,S40,Z,8,1,1
S47,S40,Z,8,3,1
S47,S46,P,6,18,2
S47,S46,P,8,21,1
S47,S46,Z,6,2,1
S47,S46,Z,7,7,1
S47,S46,Z,8,29,1
S47,S46,Z,8,67,1
S47,S46,Z,8,247,1
S47,S9,Z,8,86,1
S50,S13,P,3,18,1
S50,S13,Z,1,1,1
S50,S30,Z,3,11,1
S50,S31,P,1,0,1
S50,S31,Z,1,1,5
S50,S31,Z,2,4,1
S50,S31,Z,6,39,1
S50,S33,Z,1,0,1
S50,S33,Z,7,31,1
S50,S36,Z,3,5,1
S50,S43,Z,3,7,1
S50,S5,Z,3,9,2
S51,S36,Z,8,1,3
S51,S39,Z,8,1,1
S51,S5,Z,6,0,1
S9,S25,Z,3,0,1
S9,S36,Z,5,4,2
S9,S36,Z,6,2,1
S9,S5,Z,4,1,1
S9,S5,Z,8,15,1
S9,S51,Z,6,7,1
S9,S8,Z,5,1,2
S9,S8,Z,5,3,1
S9,S8,Z,6,6,1
