Origin,Destination,Vagon,Class,DBD,Bookings
S25,S19,Z,8,44,1
S25,S2,P,1,37,1
S25,S2,Z,1,40,1
S25,S20,Z,1,84,3
S25,S22,Z,2,13,1
S25,S22,Z,4,1,1
S25,S23,P,1,56,2
S25,S23,Z,6,31,1
S25,S30,P,3,39,1
S25,S30,Z,1,12,2
S25,S30,Z,1,19,1
S25,S30,Z,1,22,1
S25,S30,Z,1,24,1
S25,S30,Z,3,27,1
S25,S31,P,1,78,1
S25,S31,P,1,115,2
S25,S31,P,2,6,1
S25,S31,Z,1,1,1
S25,S31,Z,1,3,2
S25,S31,Z,1,18,1
S25,S31,Z,1,20,2
S25,S31,Z,1,22,2
S25,S31,Z,1,49,1
S25,S31,Z,1,68,1
S25,S31,Z,2,16,1
S25,S31,Z,3,14,1
S25,S31,Z,3,15,2
S25,S31,Z,3,17,1
S25,S31,Z,3,26,1
S25,S31,Z,4,13,1
S25,S31,Z,8,43,1
S25,S31,Z,8,45,1
S25,S31,Z,8,227,1
S25,S33,Z,1,0,1
S25,S33,Z,1,1,1
S25,S33,Z,1,8,3
S25,S33,Z,1,23,1
S25,S33,Z,1,56,1
S25,S33,Z,1,66,1
S25,S33,Z,1,102,2
S25,S33,Z,2,7,1
S25,S33,Z,2,13,1
S25,S33,Z,3,14,1
S25,S33,Z,3,28,1
S25,S33,Z,3,29,1
S25,S33,Z,3,35,1
S25,S33,Z,3,36,4
S25,S33,Z,3,42,1
S25,S33,Z,5,45,1
S25,S33,Z,8,43,1
S25,S33,Z,8,44,1
S25,S33,Z,8,47,1
S25,S34,P,7,44,1
S25,S34,Z,1,52,1
S25,S34,Z,3,15,1
S25,S34,Z,8,43,1
S25,S38,Z,1,22,1
S25,S38,Z,3,17,2
S25,S4,P,3,34,2
S25,S4,Z,1,8,1
S25,S4,Z,2,9,1
S25,S4,Z,2,14,1
S25,S4,Z,2,33,2
S25,S4,Z,2,34,1
S25,S4,Z,7,31,2
S25,S43,Z,1,22,1
S25,S45,Z,1,22,1
S25,S45,Z,4,14,1
S25,S46,P,1,64,1
S25,S46,P,1,79,1
S25,S46,Z,1,4,1
S25,S46,Z,1,8,1
S25,S46,Z,1,24,1
S25,S46,Z,1,54,1
S25,S46,Z,1,57,1
S25,S46,Z,2,13,1
S25,S46,Z,3,35,1
S25,S46,Z,7,31,1
S25,S50,Z,2,33,1
S25,S50,Z,6,30,1
S25,S50,Z,8,43,1
S25,S9,Z,4,10,1
S26,S13,Z,8,43,1
S26,S19,Z,1,2,1
S26,S19,Z,7,34,1
S26,S2,Z,2,13,1
S26,S23,Z,1,99,1
S26,S30,Z,2,2,1
S26,S31,P,3,29,1
S26,S31,Z,1,25,1
S26,S31,Z,3,35,1
S26,S33,Z,5,46,1
S26,S43,Z,1,3,1
S26,S43,Z,1,6,1
S26,S45,Z,1,9,1
S26,S46,Z,1,110,1
S26,S46,Z,8,43,1
S30,S10,Z,2,12,1
S30,S12,Z,1,1,2
S30,S12,Z,1,21,1
S30,S12,Z,1,40,1
S30,S12,Z,1,64,1
S30,S17,Z,1,1,1
S30,S20,Z,2,1,1
S30,S20,Z,2,3,1
S30,S22,P,1,0,1
S30,S22,Z,4,1,1
S30,S23,Z,1,85,1
S30,S33,Z,4,0,1
S30,S33,Z,4,1,2
S30,S33,Z,8,42,1
S30,S38,P,1,33,1
S30,S4,Z,2,7,1
S30,S45,Z,4,1,1
S30,S46,Z,2,6,1
S30,S46,Z,3,27,1
S30,S46,Z,8,40,1
S30,S50,Z,2,1,1
S30,S50,Z,4,16,1
S31,S1,P,3,39,5
S31,S1,Z,1,2,1
S31,S1,Z,1,81,1
S31,S1,Z,2,1,1
S31,S1,Z,3,28,1
S31,S1,Z,8,42,1
S31,S1,Z,8,44,1
S31,S1,Z,8,227,1
S31,S10,P,1,56,2
S31,S10,P,7,42,1
S31,S10,Z,1,6,1
S31,S10,Z,1,8,1
S31,S10,Z,1,20,1
S31,S10,Z,1,21,2
S31,S10,Z,1,56,1
S31,S10,Z,1,76,1
S31,S10,Z,1,98,2
S31,S10,Z,2,5,1
S31,S10,Z,2,7,1
S31,S10,Z,3,15,1
S31,S10,Z,3,16,1
S31,S10,Z,3,17,1
S31,S10,Z,3,29,1
S31,S10,Z,6,30,1
S31,S10,Z,7,31,1
S31,S10,Z,8,42,2
S31,S10,Z,8,43,1
S31,S10,Z,8,45,1
S31,S11,Z,1,7,1
S31,S11,Z,1,44,1
S31,S11,Z,2,12,1
S31,S11,Z,3,17,1
S31,S12,P,1,4,1
S31,S12,P,1,23,1
S31,S12,Z,1,6,1
S31,S12,Z,1,7,1
S31,S12,Z,1,18,1
S31,S12,Z,1,23,1
S31,S12,Z,1,29,2
S31,S12,Z,1,36,2
S31,S12,Z,1,41,1
S31,S12,Z,1,48,1
S31,S12,Z,1,50,1
S31,S12,Z,1,52,1
S31,S12,Z,1,54,1
S31,S12,Z,1,56,1
S31,S12,Z,2,12,1
S31,S12,Z,2,13,2
S31,S12,Z,3,14,2
S31,S12,Z,3,16,1
S31,S13,Z,2,3,1
S31,S17,Z,1,6,1
S31,S17,Z,1,26,1
S31,S17,Z,1,49,2
S31,S17,Z,1,52,1
S31,S17,Z,3,16,1
S31,S2,Z,1,0,2
S31,S2,Z,1,5,2
S31,S2,Z,1,9,3
S31,S2,Z,3,15,1
S31,S20,P,1,26,1
S31,S20,Z,1,19,1
S31,S20,Z,2,12,1
S31,S20,Z,3,16,1
S31,S20,Z,4,15,1
S31,S23,Z,1,0,1
S31,S23,Z,8,43,1
S31,S23,Z,8,210,1
S31,S33,P,1,8,1
S31,S33,P,1,102,1
S31,S33,Z,1,0,2
S31,S33,Z,1,20,2
S31,S33,Z,4,1,2
S31,S33,Z,8,45,3
S31,S33,Z,8,46,1
S31,S34,P,3,38,1
S31,S34,Z,1,19,1
S31,S38,Z,1,7,1
S31,S38,Z,1,40,1
S31,S38,Z,3,16,1
S31,S4,Z,1,0,1
S31,S4,Z,1,64,2
S31,S4,Z,3,16,1
S31,S4,Z,3,17,1
S31,S4,Z,7,31,3
S31,S4,Z,8,43,2
S31,S4,Z,8,161,2
S31,S4,Z,8,187,1
S31,S46,P,1,0,1
S31,S46,P,1,54,4
S31,S46,P,1,81,2
S31,S46,P,1,84,2
S31,S46,P,3,17,1
S31,S46,P,6,29,1
S31,S46,P,6,31,2
S31,S46,Z,1,0,1
S31,S46,Z,1,2,2
S31,S46,Z,1,5,11
S31,S46,Z,1,7,2
S31,S46,Z,1,9,2
S31,S46,Z,1,19,1
S31,S46,Z,1,23,1
S31,S46,Z,1,54,1
S31,S46,Z,1,55,1
S31,S46,Z,1,73,1
S31,S46,Z,1,77,1
S31,S46,Z,1,78,1
S31,S46,Z,1,100,1
S31,S46,Z,2,3,1
S31,S46,Z,2,6,1
S31,S46,Z,2,12,1
S31,S46,Z,2,13,2
S31,S46,Z,3,15,3
S31,S46,Z,3,17,3
S31,S46,Z,3,34,2
S31,S46,Z,3,41,1
S31,S46,Z,4,14,1
S31,S46,Z,4,15,1
S31,S46,Z,6,30,1
S31,S46,Z,7,31,1
S31,S46,Z,8,40,1
S31,S46,Z,8,42,5
S31,S46,Z,8,43,2
S31,S46,Z,8,44,2
S31,S46,Z,8,45,1
S31,S46,Z,8,46,3
S31,S50,P,1,117,1
S31,S50,Z,1,6,1
S31,S50,Z,1,7,1
S31,S50,Z,1,9,1
S31,S50,Z,1,11,1
S31,S50,Z,1,23,1
S31,S50,Z,1,25,1
S31,S50,Z,2,6,1
S31,S50,Z,2,7,1
S31,S50,Z,3,17,1
S31,S50,Z,8,42,1
S31,S6,Z,1,9,1
S31,S6,Z,1,21,1
S31,S6,Z,1,25,1
S31,S6,Z,1,106,2
S31,S6,Z,3,15,1
S33,S1,Z,1,0,1
S33,S1,Z,1,6,1
S33,S1,Z,2,7,1
S33,S1,Z,4,16,2
S33,S10,Z,1,0,1
S33,S10,Z,1,6,2
S33,S10,Z,1,18,1
S33,S10,Z,1,74,1
S33,S10,Z,2,8,2
S33,S10,Z,4,17,2
S33,S10,Z,4,18,1
S33,S10,Z,8,42,1
S33,S12,P,1,33,1
S33,S12,Z,1,0,1
S33,S12,Z,1,27,1
S33,S12,Z,1,38,1
S33,S12,Z,1,41,1
S33,S12,Z,1,59,1
S33,S12,Z,1,73,2
S33,S12,Z,2,7,1
S33,S12,Z,2,8,2
S33,S12,Z,3,10,1
S33,S12,Z,3,11,1
S33,S17,P,1,33,1
S33,S17,Z,1,4,1
S33,S17,Z,2,6,1
S33,S2,Z,1,1,1
S33,S20,P,1,0,1
S33,S20,Z,1,0,1
S33,S20,Z,1,5,1
S33,S20,Z,1,6,1
S33,S20,Z,1,20,3
S33,S20,Z,1,23,1
S33,S20,Z,2,8,1
S33,S20,Z,3,12,1
S33,S20,Z,3,13,1
S33,S20,Z,3,14,3
S33,S20,Z,4,13,1
S33,S20,Z,4,17,1
S33,S23,Z,1,0,1
S33,S23,Z,1,5,1
S33,S23,Z,3,13,1
S33,S23,Z,4,16,2
S33,S23,Z,8,30,1
S33,S23,Z,8,31,1
S33,S23,Z,8,35,2
S33,S38,P,1,1,1
S33,S38,P,3,10,1
S33,S38,Z,1,1,1
S33,S38,Z,1,20,1
S33,S38,Z,2,1,1
S33,S38,Z,3,10,1
S33,S4,Z,1,6,1
S33,S4,Z,1,7,1
S33,S4,Z,2,7,1
S33,S4,Z,3,12,1
S33,S4,Z,4,16,1
S33,S4,Z,6,28,1
S33,S4,Z,8,40,1
S33,S46,P,1,22,1
S33,S46,P,1,58,1
S33,S46,P,3,33,1
S33,S46,Z,1,0,2
S33,S46,Z,1,1,2
S33,S46,Z,1,2,1
S33,S46,Z,1,5,1
S33,S46,Z,1,6,1
S33,S46,Z,1,50,4
S33,S46,Z,1,58,2
S33,S46,Z,2,7,2
S33,S46,Z,2,8,1
S33,S46,Z,3,12,2
S33,S46,Z,3,13,1
S33,S46,Z,3,14,1
S33,S46,Z,4,15,1
S33,S46,Z,4,16,3
S33,S46,Z,8,29,1
S33,S46,Z,8,30,3
S33,S46,Z,8,35,3
S33,S46,Z,8,36,2
S33,S46,Z,8,38,1
S33,S46,Z,8,39,1
S33,S46,Z,8,41,1
S33,S46,Z,8,45,2
S33,S46,Z,8,46,2
S33,S50,Z,1,1,1
S33,S6,P,2,8,1
S33,S6,Z,1,78,1
S33,S6,Z,2,5,1
S34,S10,Z,1,1,1
S34,S10,Z,1,5,1
S34,S10,Z,1,67,1
S34,S10,Z,1,109,1
S34,S10,Z,7,30,1
S34,S10,Z,8,167,1
S34,S11,Z,1,21,1
S34,S11,Z,1,27,1
S34,S12,Z,1,19,2
S34,S17,Z,1,44,1
S34,S2,Z,4,17,1
S34,S20,P,1,34,1
S34,S20,Z,2,8,2
S34,S23,Z,7,30,3
S34,S23,Z,8,41,1
S34,S23,Z,8,171,2
S34,S33,P,4,1,1
S34,S33,Z,1,0,1
S34,S33,Z,3,27,1
S34,S33,Z,4,1,2
S34,S33,Z,4,3,1
S34,S33,Z,4,6,2
S34,S33,Z,7,30,1
S34,S38,P,1,86,1
S34,S38,Z,3,11,1
S34,S4,Z,1,5,1
S34,S4,Z,1,6,1
S34,S4,Z,8,45,1
S34,S46,P,1,0,1
S34,S46,P,1,21,1
S34,S46,P,1,22,1
S34,S46,Z,1,4,1
S34,S46,Z,1,18,1
S34,S46,Z,1,20,1
S34,S46,Z,1,22,1
S34,S46,Z,1,26,1
S34,S46,Z,1,52,1
S34,S46,Z,2,8,1
S34,S46,Z,2,9,2
S34,S46,Z,2,10,1
S34,S46,Z,3,11,1
S34,S46,Z,3,12,3
S34,S46,Z,3,13,1
S34,S46,Z,3,14,1
S34,S46,Z,3,28,2
S34,S46,Z,5,43,1
S34,S46,Z,6,28,1
S34,S46,Z,7,30,1
S34,S46,Z,7,32,1
S34,S46,Z,8,42,3
S34,S46,Z,8,44,3
S34,S46,Z,8,45,1
S34,S46,Z,8,47,1
S34,S46,Z,8,160,1
S34,S46,Z,8,176,1
S34,S50,Z,1,3,1
S34,S50,Z,1,4,1
S34,S6,Z,1,27,1
S36,S10,Z,8,176,1
S36,S11,Z,1,19,2
S36,S11,Z,2,14,1
S36,S12,Z,1,34,1
S36,S12,Z,1,69,1
S36,S12,Z,1,71,1
S36,S13,Z,1,8,1
S36,S16,Z,5,1,2
S36,S17,Z,1,5,1
S36,S19,Z,1,47,1
S36,S19,Z,2,12,1
S36,S19,Z,2,13,1
S36,S19,Z,3,27,1
S36,S22,Z,2,13,1
S36,S25,Z,4,1,1
S36,S25,Z,4,2,1
S36,S25,Z,5,5,1
S36,S25,Z,5,8,2
S36,S25,Z,6,13,2
S36,S26,P,5,7,1
S36,S26,Z,3,1,2
S36,S26,Z,6,14,1
S36,S26,Z,6,27,1
S36,S31,P,1,21,1
S36,S31,P,2,7,3
S36,S31,P,4,4,1
S36,S31,Z,1,1,4
S36,S31,Z,1,6,1
S36,S31,Z,1,18,1
S36,S31,Z,1,23,1
S36,S31,Z,1,59,1
S36,S31,Z,1,65,1
S36,S31,Z,1,79,3
S36,S31,Z,2,7,1
S36,S31,Z,2,9,2
S36,S31,Z,3,27,1
S36,S31,Z,4,13,1
S36,S31,Z,4,14,1
S36,S31,Z,5,14,1
S36,S31,Z,7,31,1
S36,S31,Z,8,43,1
S36,S31,Z,8,45,3
S36,S31,Z,8,165,3
S36,S31,Z,8,240,1
S36,S33,Z,1,6,1
S36,S33,Z,1,26,3
S36,S33,Z,1,62,1
S36,S33,Z,2,7,1
S36,S33,Z,2,11,1
S36,S33,Z,2,12,1
S36,S33,Z,3,17,1
S36,S33,Z,3,35,1
S36,S33,Z,5,30,1
S36,S33,Z,6,30,2
S36,S34,P,1,4,1
S36,S34,P,3,41,2
S36,S34,P,6,30,1
S36,S34,Z,1,5,1
S36,S34,Z,3,15,1
S36,S34,Z,3,42,1
S36,S34,Z,5,32,1
S36,S4,Z,3,26,1
S36,S43,Z,2,7,1
S36,S43,Z,4,3,2
S36,S43,Z,8,43,1
S36,S45,P,7,45,1
S36,S45,Z,1,23,1
S36,S45,Z,1,49,1
S36,S45,Z,4,14,1
S36,S45,Z,5,31,1
S36,S45,Z,8,44,1
S36,S45,Z,8,45,1
S36,S46,Z,1,0,1
S36,S46,Z,1,52,1
S36,S46,Z,7,31,1
S36,S50,Z,2,13,1
S36,S50,Z,2,14,1
S36,S9,P,2,6,1
S36,S9,Z,2,8,1
S36,S9,Z,3,39,1
S36,S9,Z,4,13,1
S39,S10,Z,2,7,1
S39,S12,Z,2,8,2
S39,S13,Z,2,6,1
S39,S2,Z,1,38,1
S39,S23,Z,3,14,3
S39,S25,P,5,7,1
S39,S25,Z,7,28,1
S39,S26,Z,5,1,1
S39,S31,Z,1,22,1
S39,S31,Z,1,65,3
S39,S31,Z,3,10,1
S39,S31,Z,3,28,1
S39,S31,Z,5,14,1
S39,S31,Z,7,34,1
S39,S33,P,3,41,2
S39,S33,Z,1,112,2
S39,S34,Z,1,7,1
S39,S36,Z,1,1,2
S39,S36,Z,5,1,1
S39,S36,Z,6,2,1
S39,S36,Z,8,3,1
S39,S4,Z,3,15,1
S39,S43,Z,2,6,1
S39,S43,Z,4,10,1
S39,S46,Z,8,43,2
S4,S10,Z,1,0,2
S4,S12,Z,1,20,1
S4,S12,Z,4,1,3
S4,S12,Z,4,16,1
S4,S17,P,3,1,1
S4,S17,Z,4,2,1
S4,S2,Z,1,0,1
S4,S20,Z,4,3,1
S4,S20,Z,4,4,1
S4,S20,Z,4,12,1
S4,S38,P,3,2,1
S4,S38,Z,1,74,1
S4,S38,Z,4,5,1
S4,S46,Z,4,3,2
S43,S12,P,1,50,1
S43,S12,P,1,58,1
S43,S12,Z,1,21,1
S43,S12,Z,4,15,1
S43,S17,Z,1,27,2
S43,S2,Z,1,33,1
S43,S2,Z,1,37,2
S43,S31,P,4,1,3
S43,S33,Z,1,8,1
S43,S33,Z,4,1,1
S43,S4,Z,1,56,1
S43,S4,Z,3,15,2
S43,S45,Z,1,18,2
S43,S46,P,1,2,1
S45,S10,P,1,26,1
S45,S10,Z,1,0,1
S45,S12,Z,1,21,1
S45,S12,Z,1,25,1
S45,S38,Z,4,15,1
S45,S4,Z,1,0,1
S45,S4,Z,3,10,1
S45,S46,Z,1,4,2
S45,S46,Z,2,1,1
S45,S46,Z,2,9,3
S45,S46,Z,8,31,1
S45,S46,Z,8,43,1
S45,S50,Z,1,4,1
S46,S11,P,1,20,1
S46,S11,P,6,9,1
S46,S11,Z,4,6,2
S46,S11,Z,4,7,2
S46,S11,Z,8,8,1
S46,S11,Z,8,16,1
S46,S11,Z,8,18,1
S46,S12,P,1,52,1
S46,S12,P,1,127,2
S46,S12,P,2,1,2
S46,S12,P,4,5,2
S46,S12,P,4,6,1
S46,S12,P,5,9,1
S46,S12,P,6,15,1
S46,S12,Z,1,20,3
S46,S12,Z,1,22,2
S46,S12,Z,1,23,1
S46,S12,Z,1,27,2
S46,S12,Z,1,28,1
S46,S12,Z,1,35,1
S46,S12,Z,1,52,1
S46,S12,Z,1,64,1
S46,S12,Z,2,0,1
S46,S12,Z,2,1,1
S46,S12,Z,4,1,2
S46,S12,Z,4,2,2
S46,S12,Z,4,3,4
S46,S12,Z,4,4,4
S46,S12,Z,4,6,2
S46,S12,Z,4,7,4
S46,S12,Z,8,8,3
S46,S12,Z,8,9,2
S46,S12,Z,8,10,7
S46,S12,Z,8,11,4
S46,S12,Z,8,12,3
S46,S12,Z,8,13,1
S46,S12,Z,8,14,1
S46,S12,Z,8,15,6
S46,S12,Z,8,16,2
S46,S12,Z,8,17,2
S46,S12,Z,8,18,1
S46,S17,P,2,0,1
S46,S17,P,4,5,1
S46,S17,P,5,8,1
S46,S17,Z,1,53,1
S46,S17,Z,4,2,2
S46,S17,Z,4,3,2
S46,S17,Z,4,4,1
S46,S17,Z,4,6,1
S46,S17,Z,7,8,3
S46,S17,Z,8,11,1
S46,S17,Z,8,14,1
S46,S17,Z,8,15,2
S46,S17,Z,8,16,1
S46,S17,Z,8,17,2
S46,S20,P,1,18,1
S46,S20,Z,1,41,1
S46,S20,Z,8,2,1
S46,S20,Z,8,6,1
S46,S38,P,1,21,1
S46,S38,P,6,15,2
S46,S38,Z,1,21,1
S46,S38,Z,1,27,1
S46,S38,Z,1,30,1
S46,S38,Z,1,40,1
S46,S38,Z,1,44,1
S46,S38,Z,4,1,1
S46,S38,Z,4,2,1
S46,S38,Z,4,4,1
S46,S38,Z,4,5,3
S46,S38,Z,4,6,2
S46,S38,Z,8,4,1
S46,S38,Z,8,8,1
S46,S38,Z,8,10,1
S46,S38,Z,8,12,3
S46,S38,Z,8,16,1
S46,S38,Z,8,17,1
S46,S38,Z,8,18,1
S5,S10,Z,6,30,2
S5,S16,Z,3,1,1
S5,S16,Z,6,3,1
S5,S17,Z,1,24,1
S5,S19,P,1,8,1
S5,S19,Z,2,2,1
S5,S19,Z,2,13,1
S5,S19,Z,7,33,2
S5,S19,Z,8,239,1
S5,S2,Z,8,208,2
S5,S22,Z,1,58,1
S5,S22,Z,8,46,2
S5,S25,Z,4,1,4
S5,S25,Z,5,2,1
S5,S25,Z,5,3,1
S5,S25,Z,5,4,1
S5,S25,Z,5,5,1
S5,S25,Z,5,7,1
S5,S25,Z,5,16,1
S5,S25,Z,8,37,1
S5,S26,Z,1,49,1
S5,S26,Z,4,1,2
S5,S26,Z,4,4,1
S5,S26,Z,5,1,2
S5,S26,Z,5,2,1
S5,S26,Z,5,3,1
S5,S26,Z,5,4,1
S5,S26,Z,5,8,1
S5,S26,Z,5,10,1
S5,S26,Z,6,28,1
S5,S30,P,3,26,1
S5,S30,Z,1,0,1
S5,S30,Z,1,78,1
S5,S30,Z,2,12,1
S5,S30,Z,5,32,1
S5,S30,Z,6,29,1
S5,S30,Z,6,31,1
S5,S30,Z,7,31,1
S5,S30,Z,7,32,1
S5,S31,Z,1,0,1
S5,S31,Z,1,18,1
S5,S31,Z,1,21,2
S5,S31,Z,1,51,2
S5,S31,Z,1,58,1
S5,S31,Z,2,7,2
S5,S31,Z,2,8,3
S5,S31,Z,2,11,3
S5,S31,Z,3,2,1
S5,S31,Z,3,6,1
S5,S31,Z,4,12,1
S5,S31,Z,4,14,1
S5,S31,Z,4,18,1
S5,S31,Z,5,14,3
S5,S31,Z,7,32,2
S5,S31,Z,7,34,2
S5,S31,Z,8,43,4
S5,S31,Z,8,44,2
S5,S31,Z,8,45,2
S5,S33,Z,1,8,1
S5,S33,Z,1,70,1
S5,S33,Z,1,73,1
S5,S33,Z,2,8,1
S5,S33,Z,4,14,1
S5,S33,Z,8,47,1
S5,S34,Z,1,104,1
S5,S34,Z,1,146,1
S5,S34,Z,2,16,1
S5,S34,Z,4,2,1
S5,S34,Z,5,32,1
S5,S34,Z,6,29,1
S5,S34,Z,7,32,1
S5,S34,Z,7,34,1
S5,S34,Z,8,43,3
S5,S34,Z,8,44,1
S5,S34,Z,8,45,2
S5,S36,P,5,1,1
S5,S36,Z,1,0,6
S5,S36,Z,1,1,1
S5,S36,Z,5,0,2
S5,S36,Z,5,1,1
S5,S36,Z,6,1,1
S5,S36,Z,7,11,1
S5,S36,Z,8,3,1
S5,S36,Z,8,5,1
S5,S36,Z,8,7,1
S5,S36,Z,8,11,2
S5,S36,Z,8,12,4
S5,S4,Z,1,21,1
S5,S43,P,1,1,1
S5,S43,P,4,11,1
S5,S43,Z,2,6,2
S5,S43,Z,2,9,1
S5,S43,Z,4,4,1
S5,S45,Z,1,5,1
S5,S45,Z,1,76,1
S5,S45,Z,3,29,1
S5,S45,Z,3,37,1
S5,S46,Z,2,12,1
S5,S46,Z,6,30,1
S5,S46,Z,7,31,1
S5,S50,Z,2,13,1
S5,S50,Z,8,176,1
S5,S9,Z,1,5,1
S5,S9,Z,3,34,1
S5,S9,Z,4,4,1
S5,S9,Z,5,32,1
S5,S9,Z,7,30,2
S5,S9,Z,7,33,1
S5,S9,Z,8,46,1
S50,S1,Z,1,0,1
S50,S10,Z,2,2,1
S50,S12,Z,1,20,1
S50,S12,Z,1,61,1
S50,S2,Z,1,0,1
S50,S20,Z,4,12,2
S50,S20,Z,4,15,1
S50,S4,P,1,0,1
S50,S6,Z,3,10,1
S6,S11,Z,2,0,1
S6,S12,P,4,6,2
S6,S12,Z,1,36,1
S6,S12,Z,2,1,3
S6,S12,Z,3,1,2
S6,S12,Z,8,8,1
S6,S12,Z,8,12,2
S6,S12,Z,8,14,1
S6,S17,Z,1,41,1
S6,S17,Z,1,61,1
S6,S17,Z,4,5,1
S6,S17,Z,4,7,1
S6,S17,Z,7,8,2
S6,S17,Z,8,12,1
S6,S17,Z,8,13,1
S6,S17,Z,8,14,1
S6,S17,Z,8,17,1
S6,S38,P,2,1,2
S6,S38,P,5,8,1
S6,S38,Z,1,19,1
S6,S38,Z,1,20,1
S6,S38,Z,1,22,1
S6,S38,Z,1,40,1
S6,S38,Z,1,59,1
S6,S38,Z,3,1,3
